id,store,section,sku,item,spec,qty,unit,unit_usd,basis,used_for,status,need_rule,target
P092,Hardware store,After the measurement day,,"Battery backing plate stock, 3–4 mm aluminium or steel, sized from the M-4 mock-up",,,,,,"Under the floor, beneath the battery box",later,,
P093,Hardware store,After the measurement day,,Paint or powder-coat for any aluminium panel,,,,,,Never bare aluminium against a live stud,later,,
P094,Amazon,Power backbone and battery,,"Tapered-post terminal boots, red and black",must clear the terminal stack and lift off by hand for a jump start,1,pair,8,est,The only thing covering a live post now that the box is gone (D-235),to add,,
P095,Amazon,Power backbone and battery,,"SAE tapered-post battery terminals, brass, with 3/8 in stud take-off, pair",confirm the positive clamp's stud carries the MRBF holder plus the PMU feed lug,1,pair,25,est,The Ionic has tapered posts (D-234) - no ring lug bolts to it,to add,,
P125,DeutschConnector.com,"Contacts, plugs, clips, caps, tools",DT2P-DC (confirm the SKU),"Dust cap, DT 2-way receptacle",,3,ea,,cart,"L2-OAT · L3-MOD (D-274). 3 -> 2, the nozzle receptacle cancelled (D-329)",to add,,2
P134,Amazon,Dash node and electronics,,"Perfboard 5 × 7 cm, 2-pack, with M3 standoffs",generic FR-4,1 set,,8,est,the two wake sense stages and the bias resistors (E14 / E15) — nothing in the cart carried them,to add,,
P136,Amazon,Power backbone and battery,,High-joule load-dump TVS for the PMU main feed,"Unidirectional, 24 V standoff, >= 5 kW peak pulse power, bolt-down or stud class; sized against ISO 7637-2 pulse 5a - confirm the part before ordering",1,ea,12,est,"Across the PMU main feed at the module - the only protection that covers the BMS opening while driving, which no switch can anticipate (D-331 → D-351). Not P106, which is the ICU carrier's own input protection",to add,confirm,1
P137,Waytek,"Fuse blocks, relays, sockets, busbar, 16 AWG spools",46047,"Sealed inline ATC fuse holder, 14 AWG leads",as P002,1,ea,,est,"F21, the kick-down feed off O12 (D-320 / W-320) - add one to the P002 count rather than a separate line if the cart is edited before it is paid",to add,,
P138,Amazon,Dash node and electronics,,"USB-to-CAN interface cable, Ecumaster / PCAN / Kvaser compatible",lives in the car with the config file,1,ea,,est,D-322 limp-home: the roadside fix for a soft PMU fault. Kept in the glovebox with the current config file and a printed copy of the recovery table (RC03),to add,,
P139,Amazon,Dash node and electronics,,"Limp-home glovebox kit - 2 inline ATC fuse holders with 10 A and 20 A fuses, plus magnetic LED beacons or a reflective triangle","carried, never fitted",1,set,,est,"D-322 / D-353. Two feeds, not three: fuel pump and ignition. The brake-lamp feed is dropped, and the beacons answer the hazard the third feed was reaching for - being stopped and dark",to add,,
P140,DeutschConnector.com,"Contacts, plugs, clips, caps, tools","DT plug-side dust caps, 6-way and 12-way — confirm the SKUs",Dust caps for the two DCU plug tails,,0,ea,,cart,"DP-DCU (DT06-6S) and DP-DCU-B (DT06-12S) protect the plug tails at the centre stack until the DCU plugs in at E26 (luxury D-362, D-374)",to add,,2
P141,Local,"Contacts, plugs, clips, caps, tools",,"Blade fuses (ATC/ATO), every rating in the fuses table plus a spare of each",,0,ea,,cart,Every blade position in blocks A/B and the sealed inlines (fuses table). Camden 2026-09-21: good coverage in the drawer and easy local access - not carted,in hand,,
P142,Bench,Bench boards and cards - the firmware's desk kit,,Teensy 4.1 with pins,"PJRC — ICU, DCU, spare",3,ea,,est,D-303; one of them is the PMU simulator until the real one talks · was luxury LP01 (D-374),in hand,,
P143,Bench,Bench boards and cards - the firmware's desk kit,,SN65HVD230 transceiver modules,desk parts only (D-085),5,ea,,est,solder the header pins first · was luxury LP02 (D-374),in hand,,
P151,Bench,Bench boards and cards - the firmware's desk kit,,microSD cards,"config-as-data and logging, Stage 6–7",2,ea,5,est,est $10-10 for the lot · was luxury LP04 (D-374),later,,
P144,DCU electronics,DCU carrier H-002 - ordered after layout,,DCU carrier PCB H-002,"2 boards, 2-layer",2,ea,63,est,"was gated on V-083, D-359 · est $50-125 for the lot · was luxury LP07 (D-374) · H-001 (the ICU's) is P103",later,,
P145,DCU electronics,DCU carrier H-002 - ordered after layout,TCAN1042HVDRQ1,TCAN1042 / TCAN1051 transceivers,"SOIC-8, V = VIO pin for 3.3 V logic, H = ±70 V bus-fault protection (D-379)",2,ea,3,est,was gated on electrical V-057 · est $6-6 for the lot · was luxury LP06 (D-374) · the ICU's two are P104,later,,
P146,DCU electronics,DCU carrier H-002 - ordered after layout,,"DCU bucks - logic LMR36015-Q1 (1.5 A), servo rail TPS54560B-Q1 (5 A) + 60 V 5 A Schottky","both 60 V-rated, above the SMBJ33A clamp (D-273, D-379); the servo rail sized for one servo moving at a time",2,ea,5,est,was gated on V-083 · est $14-27 for the lot · was luxury LP08 (D-374),later,,
P147,DCU electronics,DCU carrier H-002 - ordered after layout,,"Load-dump TVS, reverse diodes, input filters","SMBJ33A ×2, SS34, chokes — the DCU's",1,ea,10,est,not optional (D-088) · est $10-10 for the lot · was luxury LP09 (D-374),later,,
P148,DCU electronics,DCU carrier H-002 - ordered after layout,,"Teensy socket headers, standard 0.1 in female",2 sets — DCU + spare,2,ea,4,est,square pins damage machined sockets — use standard female headers · est $8-8 for the lot · was luxury LP11 (D-374),later,,
P149,DCU electronics,DCU carrier H-002 - ordered after layout,,DCU comfort stage (D-379),"BTS3011TE protected low-side ×4 (seat heat ×2, seat cool ×2) · PMV37ENEA ×2 (K3/K4 selects) · BTT6200-4ESA quad high-side (window commands) · BTT6050-1ERA (mirror heat) · DRV8962-Q1 quad half-bridge (mirror motors + clutch) · INA180A1 + 2 × 10 mΩ 2512 ≥ 2 W in parallel · servo headers, gate resistors",1,ea,30,est,was gated on V-083 · est $15-25 for the lot · was luxury LP14 (D-374) · prices confirm (D-379),later,,
P150,DCU electronics,DCU carrier H-002 - ordered after layout,,DCU harness receptacles - Deutsch DT13-06PA + DT13-12PA with sealing plugs and flange gaskets,flanged PCB receptacles through the DCU enclosure wall; mate the harness's DP-DCU (DT06-6S) and DP-DCU-B (DT06-12S) plugs,1,ea,30,est,the ICU's identical pair is P122; the flange-gasket suffix is confirmed at order · was gated on D-362 · est $20-30 for the lot · was luxury LP45 (D-374) · the ICU's identical pair is P122,later,,
P152,DCU electronics,DCU carrier H-002 - ordered after layout,,DCU enclosure,"printed ASA or PETG (never PLA), the DT13 flanges in one wall with bosses and a gasket groove in the lid, grommets for servos, blower lead, cabin sensor and the panel ribbon",1,ea,30,est,drawn around H-002's laid-out board · was gated on D-362 H-002 · est $10-30 for the lot · was luxury LP47 (D-374) · the ICU's is P111,later,,
P153,DCU electronics,DCU carrier H-002 - ordered after layout,DT13-08PA (confirm the flange-gasket suffix at order),DCU comfort connector - Deutsch DT13-08PA flanged PCB receptacle,"8-way, size-16 contacts: 1-4 seat returns, 5 O15 supply, 6-7 power ground, 8 plug (D-382)",1,ea,14,est,"the four seat returns (seat heat ×2, seat cool ×2) plus the mirror-heat supply from the O15 block for the DCU's high-side switch (luxury D-362, D-369); the mating harness half, from the O15 block, is the luxury package's (luxury LP49) · was gated on D-362 V-101 · was luxury LP46 (D-374)",later,,
P154,DCU electronics,DCU carrier H-002 - ordered after layout,,Temperature sensors,"10 kΩ NTC ×2 — cabin, outside air",2,ea,5,est,"est $10-10 for the lot · was luxury LP22 (D-374) · cabin and outside-air thermistors, dcu_channels SN11 / SN12",later,,
P155,DCU electronics,The control panel's electronics - read by the DCU on its ribbon,,Control panel electronics - key switches and rotary encoders,"9 momentary SPST key switches (their look is the faceplate's - luxury LP20) · 9 × 1N4148W (SOD-123) matrix diodes · 4 × detented quadrature encoders, Bourns PEC11R-4220F-S0024 class, no push (confirm) - on the panel, on the local ribbon (D-380)",1,ea,150,est,"estimate carried from the pre-D-355 panel (pots and its own board); re-priced when H-007 draws the panel · was gated on D-359, D-355 · est $60-150 for the lot · was luxury LP20 (D-374)",later,,
P156,DCU electronics,The control panel's electronics - read by the DCU on its ribbon,,Mirror thumbstick - mini 2-axis analog with push switch,"thick-cap console-style thumbstick, smaller than a game-pad stick; two analog axes + press; on the control panel, read by the DCU (D-359)",1,ea,20,est,"confirm - no part chosen; candidates are the ALPS RKJXV-class 2-axis sticks with push. Camden: thick like an Xbox stick, but mini · was gated on D-359 · est $5-20 for the lot · was luxury LP35 (D-374)",later,,
P157,DCU electronics,The control panel's electronics - read by the DCU on its ribbon,,Panel ribbon cable and connectors,"20-way 2.54 mm IDC: two 2 × 10 shrouded box headers (carrier and panel), two IDC sockets, 28 AWG flat cable - length from V-102's measurement, confirm; the pinout is panel_ribbon (D-380)",1,ea,8,est,confirm — quantity and part from the design; D-355 · was gated on H-007 · was luxury LP50 (D-374),later,,
P158,Amazon,Dash node and electronics,,"Film capacitor 1 µF, 50 V or higher","polyester / MKT, radial, 5 mm pitch",5,ea,,est,"The pulse (edge) wake stages, one per side, door and A8 (D-375). 2 used; a pack of 5 is the sane minimum. The value is confirm until CK12 (iii) gives the PMU's boot time",to add,confirm,2
P159,ICU electronics,Cluster module carrier H-001 — ordered after layout,XAL4020-222MEC,The ICU buck's passives,"inductor 2.2 µH ≥ 2.8 A sat (Coilcraft XAL4020-222MEC, AEC-Q200); 4.7 µF 100 V X7R 1210; 2 × 220 nF 100 V X7R; 2 × 22 µF 10 V X7R 1206; 100 nF 16 V; 1 µF 16 V; 100 kΩ, 24.9 kΩ 1 %; 20 pF C0G; 100 kΩ PG pull-up",1,set,6,est,"IC12, TI SNVSAY8D's typical application for 5 V (F13); every value confirm",later,,
