id,name,system,zone,factory,maker,part_no,factory_code,bought,link,support,cad,photo,note,model_at_mm,model_from,oem_no,catalogue,applies,parent
PT220,Heater control cables,climate,dash,yes,Mazda,,,,,,,,"cable clamps 8562-76-508, 8871-76-508 x2. Listed as parts of FA01-61-190; confirm which control panel is fitted Qty on the car: 3.",,,8871-76-505 8341-76-506 8871-76-507,6115A-1 BI-077-21 BI-077-22 BI-077-23 BI-077-03 BI-077-04,,PT215
PT221,Heater blower unit,climate,dash,yes,Mazda,,,,,,,,"packing 8871-76-465; gaskets 8871-76-454, 8871-76-458; screws 8871-76-455 x3; washer 0866-76-471; collar 8871-76-462",,,8871-61-140A,6100A-1 BI-075-08; 6120A-1 BI-078-03 BI-078-17 BI-078-18 BI-078-24 BI-078-28 BI-078-23,,
PT222,Blower fan case,climate,dash,yes,Mazda,,,,,,,,upper and lower case; flange 8871-76-452,,,8871-76-450 8871-76-451,6120A-1 BI-078-07 BI-078-10 BI-078-16,,PT221
PT223,Blower fan wheel,climate,dash,yes,Mazda,,,,,,,,"The catalogue names 8871-76-456 (key 76 424A) MOTOR, FAN, next to the motor 8871-76-453A; read here as the fan wheel on the motor shaft - confirm. held by nut 3794-76-426 and washers 0866-76-475, 0866-76-476, listed up to serial FB331 618727 - confirm",,,8871-76-456,6120A-1 BI-078-09 BI-078-22 BI-078-25 BI-078-26,,PT039
PT224,Blower motor cooling hose,climate,dash,yes,Mazda,,,,,,,,,,,8871-76-479,6120A-1 BI-078-27,,PT039
PT225,Blower resistor,climate,dash,yes,Mazda,,,,,,,,,,,8871-76-457,6120A-1 BI-078-13,,PT221
PT226,Blower wiring,climate,dash,yes,Mazda,,,,,,,,,,,8871-76-467A,6120A-1 BI-078-20,,PT221
PT227,Fresh/recirculation door,climate,dash,yes,Mazda,,,,,,,,"shaft 8871-76-468; lever 8871-76-460; springs 8871-76-463, 8871-76-461; washer 8871-76-469; clips 8871-76-464, 8871-76-466 x4, 8871-76-471",,,8871-76-459,6120A-1 BI-078-11 BI-078-01 BI-078-04 BI-078-05 BI-078-12 BI-078-14 BI-078-15 BI-078-19 BI-078-21,,PT221
PT228,A/C compressor bracket and strap (factory listing),climate,engine_bay,yes,Mazda,,,,,,,,confirm: the '82 A/C package lists its own compressor mounting 0000-67-C10A-4A; check which bracket is on the car,,,8562-15-921 8562-15-908,1580A-1 EC-049-03 EC-049-02,,PT001
PT229,A/C compressor mounting and adjusting arms,climate,engine_bay,yes,Mazda,,,,,,,,"'82 A/C package: mounting, front and rear adjusting arms, adapter kit. Fasteners: bolt sack kit 0000-67-5409-02; bolts 0000-67-X10M-13, 0000-67-1983-70, 0000-67-1981-79 x2, 0000-67-X10M-25, 0000-67-6716-17, 0000-67-X10A-06; nuts 0000-67-1983-77 x5, 0000-67-1983-76; lockwashers 0000-67-1976-92, 0000-67-X40A-01, 0000-67-X40M-03 x8; flatwashers 0000-67-0970-17 x6; spacers 0000-67-1983-69 x2. Confirm against the factory bracket 8562-15-921",,,0000-67-C10A-4A 0000-67-C21A-4A 0000-67-C22A-4A 0000-67-C00A-4A,6142AB-1 BI-087-02 BI-087-03 BI-087-04 BI-087-01 BI-087-06 BI-087-07 BI-087-08 BI-087-09 BI-087-10 BI-087-11 BI-087-12 BI-087-13 BI-087-14 BI-087-15 BI-087-16 BI-087-17 BI-087-18 BI-087-19,,PT001
PT230,A/C compressor and clutch (Sankyo),climate,engine_bay,yes,Mazda,,,,,,,,assembly Sankyo 9157; compressor alone Sankyo 1573. Shaft key 0000-67-0127-16; O-ring set 0000-67-0123-40,,,0000-67-D00B-3A 0000-67-0121-39,6142AB-1 BI-087-20 BI-087-21 BI-087-22 BI-087-24,,PT040
PT231,A/C compressor shaft seal kit,climate,engine_bay,yes,Mazda,,,,,,,,,,,0000-67-0124-26,6142AB-1 BI-087-23,,PT230
PT232,A/C compressor gasket kit,climate,engine_bay,yes,Mazda,,,,,,,,,,,0000-67-D13B-3B,6142AB-1 BI-087-25,,PT230
PT233,A/C compressor valve plate,climate,engine_bay,yes,Mazda,,,,,,,,,,,0000-67-D14B-3B,6142AB-1 BI-087-26,,PT230
PT234,A/C compressor cylinder head,climate,engine_bay,yes,Mazda,,,,,,,,,,,0000-67-0127-08,6142AB-1 BI-087-27,,PT230
PT235,A/C compressor clutch,climate,engine_bay,yes,Mazda,,,,,,,,"accessory kit 0000-67-0234-00 (key 111, with the clutch parts)",,,0000-67-0229-58,6142AB-1 BI-087-28 BI-087-29,,PT230
PT236,A/C clutch front plate and rotor,climate,engine_bay,yes,Mazda,,,,,,,,,,,0000-67-0233-15,6142AB-1 BI-087-30,,PT235
PT237,A/C clutch bearing,climate,engine_bay,yes,Mazda,,,,,,,,,,,0000-67-D23A-6A,6142AB-1 BI-087-31,,PT235
PT238,A/C clutch field coil,climate,engine_bay,yes,Mazda,,,,,,,,,,,0000-67-0232-43,6142AB-1 BI-087-32,,PT235
PT239,A/C condenser,climate,front,yes,Mazda,,,,,,,,"sack kit 0000-67-1478-05; brackets 0000-67-0007-44 x2 (R), 0000-67-0007-45 x2 (L); tapping screws 0000-67-X30A-01 x14",,,0000-67-1285-08,6132AB-1 BI-081-01 BI-081-06 BI-081-07 BI-081-08 BI-081-25,,PT040
PT240,A/C receiver-drier,climate,engine_bay,yes,Mazda,,,,,,,,"mounting bracket 0000-67-0011-83; grommets 0000-67-A43A-6F, 0000-67-A44A-6F x2; confirm where it is mounted",,,0000-67-0440-53,6132AB-1 BI-081-02 BI-081-09 BI-081-10 BI-081-11,,PT040
PT241,A/C low pressure switch,climate,engine_bay,yes,Mazda,,,,,,,,on the receiver-drier,,,0000-67-A93A-3F,6132AB-1 BI-081-02,,PT240
PT242,"A/C liquid hose, condenser to receiver-drier",climate,engine_bay,yes,Mazda,,,,,,,,,,,0000-67-0652-70,6132AB-1 BI-081-03,,PT040
PT243,"A/C liquid hose, receiver-drier to evaporator",climate,engine_bay,yes,Mazda,,,,,,,,,,,0000-67-0652-71,6132AB-1 BI-081-04,,PT040
PT244,A/C suction and discharge hose assembly,climate,engine_bay,yes,Mazda,,,,,,,,"with tube block 0000-67-1978-02 (bolt 0000-67-6716-50); hose O-ring set 0000-67-0123-38. Hose routing parts: protectors 0000-67-1977-07, 0000-67-1977-09; clamps 0000-67-1998-14 x2, 0000-67-1998-13, 0000-67-0007-47, 0000-67-A46A-3F; firewall clamp-brackets 0000-67-0011-61 (R), 0000-67-0011-62 (L); ty-raps 0000-67-X60A-00 x4; nuts, washers, screws, bolts 0000-67-1981-86, -1983-82, -1997-59, -1982-33, -1997-24, -0402-83, -1997-27",,,0000-67-1970-27,6132AB-1 BI-081-05 BI-081-12 BI-081-13 BI-081-14 BI-081-15 BI-081-16 BI-081-17 BI-081-18 BI-081-19 BI-081-20 BI-081-21 BI-081-22 BI-081-23 BI-081-24 BI-081-26 BI-081-27 BI-081-29; 6132AB-2 BI-082-01 BI-082-02,,PT040
PT245,A/C wire harness (engine bay),climate,engine_bay,yes,Mazda,,,,,,,,cord clip 0000-67-1978-35; harness clamp 0000-67-1977-89,,,0000-67-1977-99,6132AB-1 BI-081-31 BI-081-28 BI-081-30,,PT040
PT246,A/C evaporator unit,climate,dash,yes,Mazda,,,,,,,,"between the blower and the heater unit. Evaporator screw kit 0000-67-1478-36; retainer clips 0000-67-1977-25 x8; screws, washers, nuts 0000-67-1982-26, -0402-83, -0411-12, -1983-78",,,0000-67-2382-94,6152AB-1 BI-090-01 BI-090-18 BI-090-20 BI-090-21 BI-090-22 BI-090-23 BI-090-35,,PT040
PT247,"A/C evaporator case (top, bottom, transition)",climate,dash,yes,Mazda,,,,,,,,"top and bottom cases carry the same number in the catalogue; brackets 0000-67-0008-79 (top), bottom bracket unnumbered; seals 0000-67-0007-42, 0000-67-0007-41",,,0000-67-M00A-3A 0000-67-1977-34,6152AB-1 BI-090-02 BI-090-16 BI-090-19 BI-090-03 BI-090-17 BI-090-31 BI-090-32,,PT246
PT248,A/C evaporator coil,climate,dash,yes,Mazda,,,,,,,,"pipe clips 0000-67-0010-63, 0000-67-0010-64",,,0000-67-B30A-4A,6152AB-1 BI-090-07 BI-090-14 BI-090-15,,PT246
PT249,A/C expansion valve,climate,dash,yes,Mazda,,,,,,,,externally equalised; O-ring 0000-67-0123-21; bulb clamp 0000-67-B44A-3B,,,0000-67-0336-81,6152AB-1 BI-090-09 BI-090-08 BI-090-11,,PT246
PT250,A/C evaporator extension tube,climate,dash,yes,Mazda,,,,,,,,"tube protectors 0000-67-1981-03, 0000-67-1981-40",,,0000-67-B32A-4A,6152AB-1 BI-090-10 BI-090-12 BI-090-13,,PT246
PT251,A/C thermostat (frost) switch,climate,dash,yes,Mazda,,,,,,,,mounting bracket 0000-67-0007-37,,,0000-67-0958-17,6152AB-1 BI-090-05 BI-090-04,,PT246
PT252,A/C relay,climate,dash,yes,Mazda,,,,,,,,,,,0000-67-B82A-6P,6152AB-1 BI-090-28,,PT246
PT253,A/C evaporator wire harnesses,climate,dash,yes,Mazda,,,,,,,,two harnesses and a jumper wire; wire connector 0000-67-1998-83,,,0000-67-1998-49 0000-67-1978-37 0000-67-1977-27,6152AB-1 BI-090-06 BI-090-29 BI-090-30 BI-090-27,,PT246
PT254,A/C evaporator drain hose,climate,dash,yes,Mazda,,,,,,,,"elbow 0000-67-1995-30; clamp 0000-67-1988-67; grommets 0000-67-1992-98, 0000-67-B62A-4A",,,0000-67-0977-05,6152AB-1 BI-090-26 BI-090-24 BI-090-25 BI-090-33 BI-090-34,,PT246
PT255,Resistor on bracket (engine bay),electrical,engine_bay,yes,Mazda,,,,,,,,Sold as the bracket with the resistor block; which circuit it serves is not stated on the figure - confirm on the car Qty on the car: 1.,,,8871-18-195A,1800A-1 EC-056-29,,PT027
PT256,Distributor pick-up coil set,ignition,engine_bay,yes,Mazda,,,,,,,,Two numbers listed; which is fitted is unknown - confirm Qty on the car: 1.,,,8248-24-314 (alternative N236-24-314),1820A-1 EC-057-10 EC-057-11,,PT014
PT257,Distributor signal rotor (reluctor) set,ignition,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8248-24-316,1820A-1 EC-057-12,,PT014
PT258,"Igniters, leading and trailing",ignition,engine_bay,yes,Mazda,,,,,,,,On the distributor housing Qty on the car: 2.,,,E301-24-910,1820A-1 EC-057-23,,PT014
PT259,Distributor centrifugal governor set,ignition,engine_bay,yes,Mazda,,,,,,,,Spring set 1480-24-308 (EC-057-06) Qty on the car: 1.,,,N201-24-330,1820A-1 EC-057-13 EC-057-06,,PT014
PT260,Distributor vacuum units,ignition,engine_bay,yes,Mazda,,,,,,,,"Two vacuum sets, 24 350 and 24 351. Vacuum tube 9935-10-4999 bulk (1800A-1 EC-056-20). With the Weber fitted, whether the vacuum units are still connected is unknown - confirm Qty on the car: 2.",,,1480-24-350 (alternative 1480-24-350A) N201-24-351,1820A-1 EC-057-16 EC-057-17 EC-057-18 1800A-1 EC-056-20,,PT014
PT261,Distributor condenser,ignition,engine_bay,yes,Mazda,,,,,,,,Radio-noise suppressor on the distributor Qty on the car: 1.,,,1757-24-334,1820A-1 EC-057-14,,PT014
PT262,Distributor drive coupling set,ignition,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,3648-24-340,1820A-1 EC-057-15,,PT014
PT263,Distributor contact,ignition,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,1757-24-302,1820A-1 EC-057-22,,PT014
PT264,Alternator stator,electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,N221-24-501,1830A-1 EC-058-04,,PT025
PT265,Alternator rotor,electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,N221-24-540,1830A-1 EC-058-20,,PT025
PT266,Alternator front ball bearing,electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,9960-62-202,1830A-1 EC-058-09,,PT025
PT267,Alternator rear ball bearing,electrical,engine_bay,yes,Mazda,,,,,,,,On the rotor shaft Qty on the car: 1.,,,0820-24-503,1830A-1 EC-058-05,,PT025
PT268,Alternator rectifier,electrical,engine_bay,yes,Mazda,,,,,,,,Part number read as N221-24-?10 in the scan; N221-24-510 by its D-code 24 510 - confirm the digit before ordering Qty on the car: 1.,,,N221-24-510,1830A-1 EC-058-07,,PT025
PT269,Alternator voltage regulator (internal),electrical,engine_bay,yes,Mazda,,,,,,,,Screw set 1757-24-526 Qty on the car: 1.,,,N221-24-520,1830A-1 EC-058-11 EC-058-14,,PT025
PT270,Alternator brushes and springs,electrical,engine_bay,yes,Mazda,,,,,,,,"Brush 8173-24-522 x2, brush spring 8173-24-521 x2 Qty on the car: 2.",,,8173-24-522 8173-24-521,1830A-1 EC-058-13 EC-058-12,,PT025
PT271,Alternator pulley,electrical,engine_bay,yes,Mazda,,,,,,,,Pulley nut set 8028-24-533 Qty on the car: 1.,,,N221-24-530,1830A-1 EC-058-16 EC-058-17,,PT025
PT272,Alternator front bracket (drive-end housing),electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,N221-24-550,1830A-1 EC-058-22,,PT025
PT273,Alternator rear bracket (rear housing),electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,N221-24-560,1830A-1 EC-058-24,,PT025
PT274,Alternator terminal set,electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,GE01-24-590,1830A-1 EC-058-27,,PT025
PT275,Starter magnetic switch (solenoid),electrical,engine_bay,yes,Mazda,,,,,,,,Listed without a description on the A/T line under 24 760 SWITCH Qty on the car: 1.,,,8872-24-736,1840A-2 EC-060-25,,PT026
PT276,Starter yoke (field frame),electrical,engine_bay,yes,Mazda,,,,,,,,A/T line under 24 701 YOKE Qty on the car: 1.,,,N202-24-730,1840A-1 EC-059-05,,PT026
PT277,Starter armature,electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,N202-24-705,1840A-1 EC-059-17,,PT026
PT278,Starter brush holder and brushes,electrical,engine_bay,yes,Mazda,,,,,,,,Brush springs 0222-24-752A x4 Qty on the car: 1.,,,N202-24-750 0222-24-752A,1840A-2 EC-060-17 EC-060-18,,PT026
PT279,Starter front bracket (drive housing),electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,N202-24-710A,1840A-1 EC-059-10,,PT026
PT280,Starter rear bracket (end cover),electrical,engine_bay,yes,Mazda,,,,,,,,Cover set N202-24-741; bolt set N202-24-731 Qty on the car: 1.,,,N202-24-720 N202-24-741,1840A-2 EC-060-07 EC-060-10 EC-060-05,,PT026
PT281,Starter centre bracket,electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,N202-24-721,1840A-1 EC-059-06,,PT026
PT282,Starter pinion and stopper set,electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,N202-24-709 N202-24-712,1840A-1 EC-059-07 EC-059-11,,PT026
PT283,Starter overrunning clutch shaft,electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,N202-24-745,1840A-2 EC-060-13,,PT026
PT284,Starter reduction gears,electrical,engine_bay,yes,Mazda,,,,,,,,"Gear set N202-24-744, gear N202-24-746, shaft N202-24-740 Qty on the car: 1.",,,N202-24-744 N202-24-746 N202-24-740,1840A-2 EC-060-12 EC-060-14 EC-060-08,,PT026
PT285,Starter drive lever,electrical,engine_bay,yes,Mazda,,,,,,,,A/T line under 24 730 LEVER Qty on the car: 1.,,,N202-24-716,1840A-2 EC-060-02,,PT026
PT286,Starter bearings,electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 2.,,,N202-24-722 N202-24-743,1840A-1 EC-059-20 1840A-2 EC-060-11,,PT026
PT287,Starter spring set,electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,0426-24-754,1840A-2 EC-060-22,,PT026
PT288,"Battery carrier, tray and clamp",electrical,engine_bay,yes,Mazda,,,,,,,,Clamp bolt 0613-65-857A Qty on the car: 1.,,,8871-54-260B 2113-54-295 8871-56-030A,1850A-1 EC-061-03 EC-061-05 EC-061-04 EC-061-11,,PT024
PT289,Battery positive cable,electrical,engine_bay,yes,Mazda,,,,,,,,"A/T; cable clips 1011-67-291A, 1011-67-293 Qty on the car: 1.",,,8872-67-250B,1850A-1 EC-061-07 EC-061-09 EC-061-10,,PT024
PT290,Battery ground cable,electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8871-67-260A,1850A-1 EC-061-08,,PT024
PT291,Oil level sensor,engine,engine_bay,yes,Mazda,,,,,,,,Feeds the oil level warning lamp Qty on the car: 1.,,,N201-10-730,6600A-1 BI-095-01,,PT001
PT292,Coolant level sensor,cooling,engine_bay,yes,Mazda,,,,,,,,Gasket 8553-15-611. Parent taken as the radiator (filler neck/top tank) - confirm where it sits Qty on the car: 1.,,,8553-15-610B,6600A-1 BI-095-03 BI-095-04,,PT020
PT293,Coolant level warning unit,cooling,engine_bay,yes,Mazda,,,,,,,,Drives the coolant level warning lamp from the sensor Qty on the car: 1.,,,8248-15-620,6600A-1 BI-095-05,,
PT294,Temperature switch,engine,engine_bay,yes,Mazda,,,,,,,,Emission-control temperature switch; whether it still does anything with the Weber is unknown - confirm Qty on the car: 1.,,,8341-18-880,6600A-1 BI-095-09,,PT001
PT295,Thermo switch (18 890),engine,engine_bay,yes,Mazda,,,,,,,,Two thermo switches listed under 18 890: ?182-18-970A (first digit unreadable) and N201-18-890 ('81-'82). Where each sits and whether still wired with the Weber - confirm,,,N201-18-890 ?182-18-970A,6600A-1 BI-095-10 BI-095-11,,
PT296,Emission control unit,engine,,yes,Mazda,,,,,,,,'81-'82 A/T unit; control-unit bracket ?87?-18-820C. Largely served the factory carburettor; whether it is still connected with the Weber - confirm Qty on the car: 1.,,,N202-18-940,6600A-1 BI-095-16 BI-095-08,,
PT297,Throttle sensor,engine,engine_bay,yes,Mazda,,,,,,,,Mounted on the factory carburettor; presumed gone with it (Weber 45 DCOE) - confirm. Bolts 1480-18-912? x2 Qty on the car: 1.,,,1480-18-910B,6600A-1 BI-095-13 BI-095-14,replaced,
PT298,Inhibitor switch (neutral safety and reverse lamp),transmission,underbody,yes,Mazda,,,,,,,,First digit unreadable in the scan (likely 8872-19-444B) - confirm before ordering Qty on the car: 1.,,,?872-19-444B,6600A-1 BI-095-20,,PT054
PT299,Downshift (kickdown) solenoid,transmission,underbody,yes,Mazda,,,,,,,,Qty on the car: 1.,,,1675-19-821,6600A-1 BI-095-21,,PT054
PT300,Horn relay,electrical,,yes,Mazda,,,,,,,,"1524-66-810B up to serial FB331..634422, FA01-66-810A from 634423; VIN serial unknown - confirm. Relay bracket FA03-66-820B Qty on the car: 1.",,,FA01-66-810A 1524-66-810B,6630A-1 BI-101-02 BI-101-03 BI-101-01,,PT027
PT301,Central processing unit (warning and flasher control unit),electrical,dash,yes,Mazda,,,,,,,,"FA03-67-560 without the illuminated key and warning lamp option, FA02-67-560 with it; which the car has - confirm. Case FA02-67-571, cover FA02-67-572, plate FA02-67-574, screws 8545-67-568 x10, bushings 0866-67-717 x3 Qty on the car: 1.",,,FA03-67-560 FA02-67-560,6630A-1 BI-101-04 BI-101-05 BI-101-10 BI-101-08 BI-101-07 BI-101-09 BI-101-16,,
PT302,CPU circuit board,electrical,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA02-67-573,6630A-1 BI-101-06,,PT301
PT303,Turn and hazard flasher relay,electrical,dash,yes,Mazda,,,,,,,,Plugs into the CPU unit. The catalogue gives no number for serials from FB331..503736 (all '82 cars); read it off the relay - confirm Qty on the car: 1.,,,,6630A-1 BI-101-12,,PT301
PT304,Lamp checker relay,lighting,dash,yes,Mazda,,,,,,,,Listed only for cars without the illuminated key and warning lamp option - confirm it is fitted Qty on the car: 1.,,,BE32-67-680A,6630A-1 BI-101-13,,PT027
PT305,Oscillator unit,electrical,front,yes,Mazda,,,,,,,,In the front of the car by the horns; function not stated on the figure - confirm Qty on the car: 1.,,,FA30-67-690 (alternative FA30-67-690A),6630A-1 BI-101-14 BI-101-15,,
PT306,Choke and check relay,engine,engine_bay,yes,Mazda,,,,,,,,Served the factory carburettor's electric choke; whether still fitted and wired with the Weber - confirm Qty on the car: 1.,,,8173-67-740A,6630A-1 BI-101-17,,PT027
PT307,Power antenna relay,electrical,dash,yes,Mazda,,,,,,,,Whether the car has a power antenna - confirm Qty on the car: 1.,,,FA01-67-740,6630A-1 BI-101-18,,PT027
PT308,3-point relay,electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,1480-67-740,6630A-1 BI-101-19,,PT027
PT309,Front harness,electrical,front,yes,Mazda,,,,,,,,FA30-67-010D covers '82 serials FB331..600001-622565; no '82 number is listed for later serials. VIN serial unknown - confirm Qty on the car: 1.,,,FA30-67-010D,6700A-1 BI-107-22,,PT027
PT310,Fuse block,electrical,dash,yes,Mazda,,,,,,,,Included in the front harness Qty on the car: 1.,,,FA01-66-730B,6700A-1 BI-107-13,,PT309
PT311,Fuse block cover,electrical,dash,yes,Mazda,,,,,,,,"FA01-66-731B for a Furukawa-made block, FA01-66-732B for Yazaki; read the maker off the block - confirm Qty on the car: 1.",,,FA01-66-731B FA01-66-732B,6700A-1 BI-107-18 BI-107-19,,PT310
PT312,"Fuses, 10 A",electrical,dash,yes,Mazda,,,,,,,,Qty on the car: 8.,,,0000-11-001,6700A-1 BI-107-02 BI-107-03,,PT310
PT313,"Fuses, 15 A",electrical,dash,yes,Mazda,,,,,,,,Qty on the car: 5.,,,0000-11-0015,6700A-1 BI-107-05 BI-107-06,,PT310
PT314,"Fuses, 20 A",electrical,dash,yes,Mazda,,,,,,,,Qty on the car: 4.,,,0000-11-002,6700A-1 BI-107-08 BI-107-09,,PT310
PT315,"Fuse, 30 A",electrical,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,0000-11-003,6700A-1 BI-107-11 BI-107-12,,PT310
PT316,"Fusible links, brown",electrical,engine_bay,yes,Mazda,,,,,,,,"Catalogue rating (10M OHM), brown Qty on the car: 2.",,,8871-67-099,6700A-1 BI-107-28,,PT027
PT317,"Fusible link, black",electrical,engine_bay,yes,Mazda,,,,,,,,"Catalogue rating (7M OHM), black Qty on the car: 1.",,,3777-67-099,6700A-1 BI-107-29,,PT027
PT318,Rear harness,electrical,rear,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-67-050D,6700A-1 BI-107-24,,PT027
PT319,Rear defogger cord,electrical,cargo,yes,Mazda,,,,,,,,"Feeds the rear defrost grid (PT037). Listed for cars without a rear wiper (BI-107-27, same number); whether the car has a rear wiper - confirm Qty on the car: 1.",,,8341-67-051A,6700A-1 BI-107-25 BI-107-27,,PT318
PT320,Rear wiper terminals,electrical,cargo,yes,Mazda,,,,,,,,Only with a rear wiper; whether the car has one - confirm Qty on the car: 2.,,,8871-67-371,6700A-1 BI-107-32,,PT318
PT321,Engine harness,electrical,engine_bay,yes,Mazda,,,,,,,,Lock washer 8872-18-056 (A/T) Qty on the car: 1.,,,N201-18-050A,6701A-1 BI-108-01 BI-108-04,,PT027
PT322,Engine harness fusible link,electrical,engine_bay,yes,Mazda,,,,,,,,Qty on the car: 1.,,,8341-18-055,6701A-1 BI-108-03,,PT321
PT323,Transmission harness,electrical,underbody,yes,Mazda,,,,,,,,A/T Qty on the car: 1.,,,FA03-67-090C,6701A-1 BI-108-06,,PT027
PT324,Short connector,electrical,engine_bay,yes,Mazda,,,,,,,,A shorting plug in the engine harness; which circuit it bridges - confirm Qty on the car: 1.,,,8342-67-985,6701A-1 BI-108-07,,PT321
PT325,Instrument harness,electrical,dash,yes,Mazda,,,,,,,,Qty on the car: 1.,,,FA01-67-030C,6702A-1 BI-110-01,,PT027
PT326,Drive plate (flexplate) with adapter,transmission,underbody,yes,Mazda,,,,,,,,"bolted to the eccentric shaft; carries the torque converter. fasteners: EC-062-08 (converter bolts, 4)",,,1758-19-020B 0842-19-025,1910A-1 EC-062-02 EC-062-03 EC-062-08,,PT001
PT327,Converter housing under cover,transmission,underbody,yes,Mazda,,,,,,,,,,,1908-19-027,1910A-1 EC-062-04,,PT331
PT328,Converter housing side cover,transmission,underbody,yes,Mazda,,,,,,,,,,,0454-19-028A,1910A-1 EC-062-05,,PT331
PT329,Converter housing top cover,transmission,underbody,yes,Mazda,,,,,,,,'81-'82 part,,,1758-19-028,1910A-1 EC-062-06,,PT331
PT330,Torque converter,transmission,underbody,yes,Mazda,,,,,,,,,,,1758-19-100,1910A-1 EC-062-11,,PT054
PT331,Converter housing,transmission,underbody,yes,Mazda,,,,,,,,,,,1758-19-211C,1910A-1 EC-062-12,,PT054
PT332,Transmission oil pump,transmission,underbody,yes,Mazda,,,,,,,,gasket 8U01-21-253 (EC-062-13); fasteners: EC-062-14,,,1758-19-220,1910A-1 EC-062-15 EC-062-13 EC-062-14,,PT054
PT333,Front pump oil seal (converter seal),transmission,underbody,yes,Mazda,,,,,,,,the usual front leak point,,,0338-19-223A,1910A-1 EC-062-16,,PT332
PT334,Oil pump cover,transmission,underbody,yes,Mazda,,,,,,,,check balls 0338-19-245A (2) and spring 0338-19-247 inside; fasteners: EC-062-20,,,1758-19-240,1910A-1 EC-062-17 EC-062-18 EC-062-19 EC-062-20,,PT332
PT335,Oil pump cover seal rings,transmission,underbody,yes,Mazda,,,,,,,,"2 x 8U01-19-256, 8U01-19-257 (qty not legible in catalogue), 1 cut-ring seal 0338-19-258",,,8U01-19-256 8U01-19-257 0338-19-258,1910A-1 EC-062-21 EC-062-22 EC-062-23,,PT334
PT336,Input shaft,transmission,underbody,yes,Mazda,,,,,,,,,,,0338-19-678,1910A-1 EC-062-24,,PT054
PT337,Vacuum diaphragm pipe and hose,transmission,engine_bay,yes,Mazda,,,,,,,,engine vacuum to the modulator; part of the vacuum lines (PT012). clip: EC-062-27,,,8872-19-911 0338-19-904A,1910A-1 EC-062-26 EC-062-25 EC-062-27,,PT354
PT338,ATF cooler pipes,transmission,underbody,yes,Mazda,,,,,,,,'81-'82 parts; run to the cooler in the radiator. banjo bolts 9938-10-800 (EC-062-32); oil pipe spacer 2850-13-331 (EC-062-01),,,8872-19-920 8872-19-930A,1910A-1 EC-062-28 EC-062-30 EC-062-32 EC-062-01,,PT054
PT339,ATF cooler hoses,transmission,engine_bay,yes,Mazda,,,,,,,,"qty 2, '81-'82 part; age-hardened rubber is a leak risk. clips: EC-062-36, EC-062-37",,,1840-19-933,1910A-1 EC-062-33 EC-062-36 EC-062-37,,PT338
PT340,Transmission case,transmission,underbody,yes,Mazda,,,,,,,,"'81-'82 part; square-head plugs 0338-19-331A (2, pressure test ports)",,,1758-19-310C,1920A-1 EC-064-01 EC-064-03,,PT054
PT341,Extension housing rear oil seal,transmission,underbody,yes,Mazda,,,,,,,,seals the propeller shaft yoke; common leak point,,,0437-17-335A,1920A-1 EC-064-04,,PT349
PT342,Band anchor-end bolt (band adjuster),transmission,underbody,yes,Mazda,,,,,,,,"the external band adjustment; lock washer 0338-19-388A and nut 0338-19-389 (confirm these two belong to the anchor bolt, not the servo stem)",,,1758-19-341,1920A-1 EC-064-08 EC-064-16 EC-064-17,,PT340
PT343,Transmission air breather,transmission,underbody,yes,Mazda,,,,,,,,,,,0378-19-344,1920A-1 EC-064-09,,PT340
PT344,Band servo,transmission,underbody,yes,Mazda,,,,,,,,"piston 0842-19-381, stem 1758-19-386, return spring 0338-19-363, retainer 1758-19-391A, cover 1758-19-392A. fasteners: EC-064-23, EC-064-24",,,0842-19-381 1758-19-386 0338-19-363 1758-19-391A 1758-19-392A,1920A-1 EC-064-11 EC-064-12 EC-064-15 EC-064-18 EC-064-19 EC-064-23 EC-064-24,,PT340
