id,system,title,date,status,supersedes,superseded_by,closes,also,body
D-328,The cluster,"The three stats.h constants are fixed from primary sources: redline 7000 rpm, low oil 1.0 bar, tank 16.6 gal",2026-09-11,standing,D-300,,01.03,,"**D-328 — The three `stats.h` constants are fixed from primary sources: redline 7000 rpm, low oil 1.0 bar, tank 16.6 gal.** Camden's call, 2026-09-11, answering `01.03`: ""16.6"". Supersedes **D-300**, which confirmed all three ""as assumed"".

`stats.h` carried **15.9 gal**, which D-300 recorded as an assumption rather than a source. The **1982 brochure (S-004, primary)** says **16.6 gal**. Two secondary sources disagree and are set aside: S-015 says 16.4, S-016 says the 1981-on tank is 16.5. The primary document wins, and the range calculation is only as good as this constant.

Redline (7000 rpm) and low oil pressure (1.0 bar) carry forward from D-300 unchanged — this decision restates them so one standing decision owns all three and `stats.h` has a single citable home.

The flip condition stays live and is cheap to settle: if the tank was ever replaced, or a measured fill disagrees, a `00-CAR` specs row from the fill supersedes this for the range figure. Hot water (105 °C) is unaffected.

**In the data.** luxury `params` `thresholds` → tank 16.6 gal, cited to D-328 and S-004."
D-329,"Comfort, mirrors, windows, seats",(electrical D-329) The heated washer nozzle and the wiper-park de-icer are cancelled; L2-S 6 and the L2-NZL receptacle come out. The outside-air conductor is untouched,2026-09-11,inherited,,,01.06,,
D-332,"Comfort, mirrors, windows, seats","Mirror heat is a bonded resistive pad on the F14 feed, not an integrated element",2026-09-11,standing,,,,,"**D-332 — Mirror heat is a bonded resistive pad on the F14 feed, not an integrated element.** 2026-09-11, from the sourcing search `01.05` asked for.

D-305 fixed the mirror feature set at adjustment and heat. The search for a mirror that delivers both found that **the product does not exist at this size**. Every compact or universal power mirror on the market is unheated: the universal aftermarket (AutoStyle's is the only powered universal found, and the street-rod ranges are manual-only) offers no heated option at all, and the heated electric units that do exist are tow-mirror sized. The factory FB power mirror, which was an option on 1981–85 cars, was never offered with heat in any year.

**So heat is separated from the mirror.** A 12 V self-adhesive resistive heater pad, two wires, roughly $8–20 the pair, bonded to the back of whichever glass is fitted, fed from `L4-P 4` → `F14` and switched by the DCU on `SN16`. This satisfies the original constraint better than an integrated element would, because a pad has no module in it by construction — the thing D-305's ""resistive, on its own feed"" wording was guarding against.

**It is also what Mazda did.** The one factory drawing that could be read in full — the RX-8's heated mirror — puts motors on three pins and the heater on two separate ones, the element a printed resistive grid fed by its own wires and switched by the rear defogger. Three plus two is the architecture this design already has; only the packaging changes.

**Consequence.** The mirror question narrows to the motors alone, which is what `01.07` now asks. No conductor, cavity or fuse changes: `L4-S2 1–5` carry the five commands and `F14` carries the heat, exactly as before."
D-355,The boundary — what the electrical build hands over,"The control panel is the DCU's faceplate, not its own board: no DP-KEY, no CAN node, a local ribbon to the DCU behind it",2026-09-13,standing,D-210,,,00.13 · electrical D-350,"**D-355 — The control panel is the DCU's faceplate: no board of its own, no CAN node, no `DP-KEY`, and a local ribbon to the DCU sitting behind it.** Camden's call, 2026-09-13, answering electrical `00.13`. *Supersedes* **D-210**. The harness side is electrical **D-350**.

**What D-210 said and what survives.** D-210 ruled out an ECUMaster keypad, made the panel a custom design, reserved frame `0x400` for it, and kept the wink switches hardwired in the electrical build because they must work with the panel asleep and their NC poles interrupt the pop-up relay coils. **All of that stands.** What changes is the half D-210 left open — `modules` recorded the panel's board as *""Own board, or the DCU's faceplate""* — and the consequence that followed from picking the wrong half: that it *""lands on DP-KEY""*.

In Camden's words: *""The panel is the DCU's faceplate, not its own board (this resolves D-210's open half), so `DP-KEY` is deleted.""* And the reason it was never really a choice: *""A dumb faceplate has no MCU and no CAN node… Sixteen to twenty conductors for a key matrix plus rotary encoders is trivial as a ribbon and impossible as a Deutsch drop, so the local cable is the only shape that works anyway.""*

**The DCU changes shape to carry it.** `DP-DCU 1` becomes a **constant** feed on its own inline fuse rather than the `O10` accessory tap it was, because the DCU has to be alive with the key out to see a panel press; and `DP-DCU 6`, the housing's one spare cavity, becomes the DCU's **wake request** into the PMU's diode-OR strip. The housing is full now — which is why the mirror commands cannot live on it, and they never needed to.

**Mirrors: D-326 with its placement settled.** D-326 already ruled that the mirrors move on a mechanical switch wired straight to `L4-S2` at the post, with zero electronics and no CAN message, and it noted the panel's layout would have to find room for that control. It does not: the control **stays at the old E-02 position**, five conductors to the dash post, exactly where Mazda put it. *""Mirror adjust is the one function where software configuration buys nothing.""* That closes **`Q-305`** — who drives the mirrors — and leaves `Q-300`, which pair to buy, open as `01.07` gated on `W-332`'s bench test.

**Windows move to the centre panel.** The switch pack leaves the console: `L3-WIN` is deleted and `L3-S2 3–6` terminate at the panel with every other key.

**Parked behaviour is a PMU gate.** Every key carries an `A16` precondition **except** hatch release and fuel-door release. `A16` is a ladder read and never a CAN term, so the PMU refuses regardless of what the panel sends — a hard floor under FT16's fail-to-off pattern, and what stops a bag bumping the defog key while the car is being unloaded. No retained-accessory timer for the windows: it would hold the module awake after every key-off against D-248's 30 s sleep and LD17's 30 mA target, to serve a case that almost never happens. A perceptible delay on the first press after sleep, and nothing after that.

**Rotary encoders, not potentiometers**, for temperature, fan and the seat knobs — the DCU defines detents and range in firmware, so the faceplate carries no calibration of its own. And the key list loses **A/C mode**: K-015 closed A/C by deletion and there is no compressor, so the key is HVAC mode.

**In the data.** `provisions` PV34–PV37 and PV101–PV105 deleted; PV65–PV68 re-terminate at the panel; PV26 becomes the constant feed and PV32 the wake line. `modules` PANEL and DCU. `features` FT14, FT16, FT23, FT24. `retired` gains `DP-KEY` and `L3-WIN` in both areas. S2's prerequisites are unchanged in substance — the panel is still designed before H-002 goes to layout — but it is now one board, not two.

**Open, and named so it is not lost.** The windows share `O1` with the pop-up motor bus, whose retry class is `guarded` because a trip there means an obstruction, and a window reaching its stop is a legitimate spike that reads exactly the same. Camden: *""Needs its own ruling.""* It is electrical **`00.18`**."
D-358,Lighting — the second pass,The headlamps are 4x6 rectangular LED units on adapter plates in the retained pop-up buckets,2026-09-21,standing,,,01.04,,"**D-358 — The headlamps are 4x6 rectangular DOT LED units on adapter plates in the retained pop-up buckets.** Camden's call, 2026-09-21, answering `01.04`: **""a""**. Closes `01.04` (carried from `Q-048`).

**The ruling.** Option (a) of three: a 4x6 rectangular LED on an adapter plate, over (b) 5x7 on a plate and (c) a 7-inch round LED with no plate. The recommendation was (c) as the simplest, with no fabrication; he chose the rectangular look, which is his call on how the car reads (taste). The pop-ups stay (D-110). Nothing electrical changes: the feed and the wink relays are the same for every option.

**What it leaves open.** Whether the plates are made or bought is a sourcing call, and it cannot be made before the bucket is measured: `V-066` (what is fitted today) no longer picks the unit, it sizes the plate — the bucket's inner diameter and mounting-hole pattern, in millimetres.

**In the data.** `parts` `LP41` (spec, gate) and `LP42` (spec, gate). `features` `FT26`: designed, with this ruling. `stages` `S7`: `Q-048` leaves the prerequisites. `work` `V-066`: its purpose restated. Electrical `loads` `LD01`: its basis notes the headlamps become LED at S7; the electrical build still runs on whatever is fitted, and `CK01` is still the number that counts until then."
D-359,"Comfort, mirrors, windows, seats","The car's own FB mirrors are kept, and the DCU drives them from a mini thumbstick on the panel with press-to-toggle",2026-09-21,standing,D-326,,01.07,,"**D-359 — The car's own FB mirrors are kept, and the DCU drives them from a mini thumbstick on the panel, press to toggle side.** Camden's call, 2026-09-21, answering `01.07`: *""1982 Mazda RX-7 side mirrors utilize a single motor plus a clutch coil (magnetic solenoid). I will reuse the mirros i have, but i want the joystich with a press to toggle to be controlled by the dcu. I only say attachd to the dcu as i expect we cant get that already built. (thick xbox joystick but mini)""*. Closes `01.07` (carried from `Q-300` → `01.05`). *Supersedes* **D-326**.

**The fact first.** Each FB mirror head is one reversible motor plus an electromagnetic clutch coil that picks which axis the motor moves. That was the unverified catch on option (a); it is now his statement, recorded in `00-CAR` `K-014`. What is still not known is anything a meter would say — which door-plug pin is which, what the clutch returns to, the resistances and the motor's stall current. `W-332` is rewritten to measure exactly that, and every mirror pin label in the record carries `confirm` until it is done (R11).

**The ruling.** None of the three options as written: no pair is bought. The car's own mirrors stay. A clutch mirror cannot be run by a plain mechanical joystick, which is why he asked for DCU control: a two-axis thumbstick with a push switch on the control panel, press to toggle LEFT/RIGHT, read by the DCU. The DCU picks the clutch state from the axis and the motor polarity from the direction. His words read as *""a DCU is what I expect it takes, since nobody sells this ready-made""* — the reading that keeps the most open. If a ready-made clutch-mirror joystick module ever turns up, it would slot in on the same lines.

**Why it supersedes D-326.** D-326 kept the mirrors on a mechanical switch so they would work with zero electronics and with the DCU down. A mechanical switch cannot drive a motor plus a clutch the way he wants, and he chose DCU control knowing the mirrors will not move with the DCU off. D-355's placement at the old E-02 position goes with it: the control is on the panel, and electrical `DV52` (the owner-fabricated switch) is deleted.

**What it raises.** The DCU sits in the centre stack. The mirrors' five lines already run from the dash post to the doors (`L4-S2 1–5`), but only four free conductors run from the centre stack to the post (`L3-S3 5–8`). How to close that gap changes where wires go, so it is block **`00.19`**, and electrical `A8` routes the lines once it is answered. The carrier layout, `H-002`, now waits on `W-332` (driver sizing) and `00.19` (four channels or five).

**Money.** Down: `LP34` was a mirror pair at $120–300 and is now two bonded heat pads at $8–20 (D-332 is unchanged). `LP35` was a mechanical switch and is now the thumbstick, $5–20, part not yet chosen (`confirm`).

**In the data.** Luxury: `decisions` `D-326` superseded; `parts` `LP34`, `LP35`, and the `Q-305` gates on `LP07` and `LP20`; `sensors` `SN17` (now live: three half-bridges and a clutch driver per side, or one shared); `modules` `PANEL` owns the thumbstick; `features` `FT23`; `stages` `S0`, `S2`, `S5`; `work` `H-002`, `B3`, `W-332`; `retired` ""mechanical mirror switch"" and ""3-wire motors"". Electrical: `devices` `DV52` deleted; `housings` `L4-S2`; `cavities` `L4-S2 1–5` and `D1`/`D2 4–6` relabelled motor common / motor / clutch coil; `work` `A8`. `00-CAR` `issues` `K-014`."
D-362,"Comfort, mirrors, windows, seats","The DCU plugs in like the ICU: DT13 flanged receptacles in a printed enclosure wall, the harness on DT06 plug tails",2026-09-21,standing,,,01.08,,"**D-362 — The DCU plugs in like the ICU: DT13 flanged receptacles in a printed enclosure wall, with the harness on DT06 plug tails.** Camden's call, 2026-09-21, answering `01.08`: **""a""**. Closes `01.08`.

**The ruling.** The DCU gets the ICU's pattern (electrical D-270): a printed ASA or PETG enclosure (never PLA) with Deutsch DT13 flanged PCB receptacles sealed through one wall, and the harness ending in DT06 plugs on tails, so it comes out in one pull like a bought module. Not taken: (b), an open board on board-mounted headers. It was cheaper and smaller, but unsealed, and it would have added a second connector family to the car. The flip condition still stands: if the space behind the centre stack, which nobody has measured, can't take an enclosure plus mated plugs, this comes back as a block.

**Three connectors:**
- **`DP-DCU`, a DT13-06PA**: constant 12 V, outside-air temperature, ground, CAN H/L, wake. The harness drop that was a DT04-6P receptacle capped at the dash post becomes a DT06-6S plug on a tail from the post along RT11 to the centre stack. The tail's length is the post-to-DCU route: measure, `confirm`.
- **`DP-DCU-B`, a DT13-12PA**, a new drop: the four window commands (`L3-S2 3–6`) and the four mirror lines (`L3-S3 5–8`, D-360), which until now ended loose and capped at the centre stack. They now end in a DT06-12S plug. Cavities 9–12 are sealing plugs, kept as spares.
- **The comfort returns**: seat heat ×2, seat cool ×2 and mirror heat, on a third receptacle of their own (`LP46`), sized once `V-101` gives their currents.

Servo leads, the blower final stage's lead, the cabin sensor and the panel ribbon leave through grommets.

**In the data.** Electrical: `housings` `DP-DCU` (box side, wedgelocks, where, note) and `DP-DCU-B` (new); `cavities` `DP-DCU 1–6`, `DP-DCU-B 1–12` (new), and the `lands_on` of `L3-S2 3–6` and `L3-S3 5–8`. The cart: `P035` receptacle dust cap 1 → 0; `P128` DT04-6P kits need 2 → 1 (target 3 → 2); `P099` DT06-6S text only (the plug was already counted); `P115` DT06-12S kits need 6 → 7 (target 6 → 7); `P028` size-16 sealing plugs need 70 → 74 (target 76 → 80, DP-DCU-B 9–12 in the plug half); `P140` new, the two plug-side dust caps (`confirm` the SKUs). Luxury: `parts` `LP45` (the DT13 pair), `LP46` (comfort-return receptacle, after `V-101`), `LP47` (enclosure); `modules` `DCU` drops; `stages` `S2` plugs_into (`DP-KEY` was deleted by electrical D-350 and was still listed)."
D-364,The record itself,The luxury record is data and is not rendered; pmu_sim/channels.h is hand-synced to electrical pins (F-013),2026-09-21,standing,D-309 D-311,,,,"**D-364 — The luxury record is data and is not rendered; `firmware/pmu_sim/channels.h` is hand-synced to electrical `pins` (F-013).** Agent, 2026-09-21, a small call under §3: this brings two v2 rulings into line with the instruction set that replaced them. *Supersedes* **D-309** and **D-311**.

**Why.** D-309 made the luxury record ""data, rendered"": templates, `views.py`, and a `build` command writing DESIGN / SHOPPING / INSTALL documents. D-311 had `channels.h` generated by that build from electrical `pins.csv`. v3 (CLAUDE.md §1, 2026-09-11) retired all of it. There is exactly one generated document, `DECISIONS.md`. `rx7.py` has no build command. The v2 view layer is archived in `99-ARCHIVE/2026-09-11_v2-view-and-tools/`. The full-folder scan of 2026-09-21 found both decisions still `standing`, and found `channels.h` quietly drifting as a result: O2/O3 at 3.0/3.5 A against 7.4/8.9 A in `pins`, O16 marked dead against LIVE at 15 A, and O15 on a 20 A placeholder.

**The ruling.** The luxury record is the CSV tables, full stop, like every area. `channels.h` stays hand-written, and luxury work F-013 brings it into line with electrical `pins`. When the two disagree, `pins` is right. D-309's underlying instruction still holds, and is exactly what v3 does: one set of true data, nothing stale against the wiring build.

**In the data.** Luxury `decisions` D-309 and D-311 set superseded by this decision. Work F-013 was already reworded to the hand-sync by the same scan."
D-383,"Comfort, mirrors, windows, seats","The radar is a speed-trap radar and laser detector, fully concealed: no unit on the windshield, nothing visible but the warning on the cluster",2026-09-23,standing,,,01.09,,"**D-383 — The radar is a speed-trap radar and laser detector, fully concealed: no unit on the windshield, its sensors mounted where they work best, and nothing visible except the warning on the cluster. Not a parking or blind-spot sensor.** Camden's call, 2026-09-23, answering `01.09`: *""no way i will put it on the windsheild as a part, the only goal is taking the strips and putting them in more usefull locatons and have no visable clue other then the light warning display this is for speed traps and radar guns i have zero interest in a parking sensor""*. Closes `01.09`.

**How his words are read.** ""Speed traps and radar guns"" settles the kind: a detector, not proximity radar. That is option (b) of the block in kind, but not its product: the block's (b) was a Valentine One, which is a windshield unit, and he rules that out. ""Taking the strips and putting them in more useful locations"" is read as the detector's sensing parts, the radar receivers and laser sensors, mounted separately and hidden where they see best, with the only visible sign being the warning on the cluster. That is the custom-install class of detector. Which system does that, and how its alert reaches the cluster, is money and the car's looks, so it is block `01.11`, not decided here.

**What holds.** Frame `0x320` already describes a detector: alert level, band (X / K / Ka / laser) and direction (front / rear). It stays as it is. The DCU manages the detector and the cluster shows it (D-096, FT28). The pass-throughs `L3-RDR` / `L4-RDR` stay capped until the system is chosen. Proximity radar (HLK-LD2451 and similar) is out.

**In the data.** `features` FT28 note; `work` Z-002 gate (on block 01.11), V-061's survey stands as the record of what was looked at."
D-384,Lighting,The tail-light path is chosen after the aperture is measured (V-063),2026-09-23,standing,,,01.10,,"**D-384 — The tail-light path, whether a self-built LED lamp or a certified off-the-shelf lamp, is chosen after the tail-light aperture is measured (V-063).** Camden's call, 2026-09-23, answering `01.10`: **""c""**. Closes `01.10`.

**What it means.** Nothing is bought or drawn for the tail lights until V-063 gives the aperture's size. Then the choice comes back as a new block with the measured numbers in it: build your own from automotive LEDs (ams OSRAM LR G6SP.02, V-064), or a certified sealed lamp such as the Truck-Lite 60555R if it fits. Work row X-009 raises that block the day V-063 is done, and I15 (the lighting install) waits on it.

**In the data.** `work` X-009 (new, agent, gated on V-063); I15 gate."
D-388,The record itself,"Parts are chosen in rounds: the agent proposes a product per parts row with why and drawbacks, Camden accepts or vetoes in one block per round, and PICKS.md shows where every part stands",2026-09-23,standing,,,,,"**D-388 — Luxury parts are chosen in rounds. The agent proposes a product for each parts row, with why and drawbacks; Camden accepts or vetoes each in one block per round; `PICKS.md` shows where every part stands.** Camden's call, 2026-09-23.

**His words.** ""letd dive a little deeper into luxury, specificallu choosing parts!, please fill in the luxury with some file that will be used for part suggestions you provide why and drawbacks then i accept or veto and the search continues""

**Reading taken.** He asked for ""some file"" to hold the suggestions. The suggestions live in a table, `picks`, and `PICKS.md` is generated from it for him to read. His accept and veto go in the round's block in `BLOCKS.md`, because that is the one file he types in (R3, §2): a generated file he also typed into would be overwritten or refused. If he would rather type verdicts into `PICKS.md` itself, that is a change to R3 for him to ask for.

**How it works (CLAUDE.md §6.9).**
- Each parts row with a settled spec gets a **primary**, which is `proposed`, and a **runner-up**, which is held in `reserve`. Each carries the numbers that meet the spec, why, honest drawbacks, a confidence, and what to confirm before buying.
- One block per round numbers the primaries. His answer becomes one decision for the accepted picks, and each accepted product fills its parts row.
- A veto keeps his words in `picks.said`. The runner-up goes up next round unless his reason rules it out, and otherwise the search starts again.
- `rx7.py picks` writes `PICKS.md` in four sections: on the table, chosen, vetoed with his reasons, and not yet searched. Like DECISIONS.md, it is a read-only projection that `check` never reads.

**Round 1 (block `01.12`)** puts ten parts on the table: LP17, LP18, LP19, LP21, LP30, LP31, LP33, LP41, LP51 and LP37, as picks PK001 to PK020. Three research agents searched them against the record's specs. Findings the record did not have:
- **LP17:** the motor ships without its fan wheel, and the factory motor is gone.
- **LP18:** no board meets every line of the spec. The primary is silent but rated 21 A, under the 25 A spec. The held runner-up meets 25 A but tops out at 20 kHz.
- **LP30 and LP31:** heater pads cannot be cut and block air. On a seat that is both heated and cooled, the two layouts have to share the seat.
- **LP41:** no reputable dual-beam DOT 4x6 LED fits the $120–300 budget. The pick is about $558 a pair.
- **LP51 and LP37:** the sockets take standard micro ISO relays, not ""ISO 280"". On the Song Chuan diode relay, 86 is the positive side, which matches how K3 and K4 are wired. K5–K8 take the resistor version, because a coil diode shortens contact life when breaking motor current.

Parts not in round 1 wait on a measurement or an open question: LP34 (the glass size, W-332), LP36 (the window regulators), LP38–LP40 (the tail lights, block `01.10`), LP42 (V-066), LP43 (the bulb list), LP44 (block `01.11`), LP24 (T-032), and LP20 and LP29, which are fabricated rather than bought.

**In the data.**
- `_tables` and `_schema`: `picks` is new.
- `picks`: PK001 to PK020.
- `BLOCKS.md`: `01.12` is new.
- `tools/rx7.py`: `cmd_picks` and `write_projection` are new.
- CLAUDE.md: §1 names `PICKS.md`, §6.9 is new, and a standing answer is added to §3."
D-389,The record itself,"Every parts suggestion is its own block, with the full detail and his answer line right under it; rx7.py picks --ask writes them from the picks table",2026-09-23,superseded,,D-390,,,"**D-389 — Every parts suggestion is its own block in `BLOCKS.md`, with the full detail and his answer line right under it. `rx7.py picks --ask` writes the blocks from the picks table.** Camden's call, 2026-09-23. It refines D-388, which put a whole round in one block.

**His words.** ""please refactor so i can answer right below each suggestion,""

**The ruling.** Each proposed pick gets its own block, built from its `picks` row:
- **Ask:** buy this product, at this price, for this part?
- **Why:** what the part has to be, then what meets it, why this one, its drawbacks, what to confirm before buying, the confidence, and where to buy it.
- **Options:** (a) accept; (b) veto, with the runner-up that goes up next and its drawback.
- **Recommend:** the plain advice, or the pick's own `recommend` cell where the plain advice is not the honest one (the headlamps, the blower controller).
- **Stops:** only that part's line on the cart.

His answer goes on the `**SOLVE:**` line directly under the suggestion. `BLOCKS.md` stays the one file he types in (R3). The existing block machinery applies: `blocks --answered` finds the answers, §6.2 applies them, and the block is deleted once its decision stands. `PICKS.md` becomes the status page. It lists what is on the table by block id, what is chosen, and every veto with his reason.

**Round 1 as blocks.** The single round block `01.12` had not been answered (its SOLVE was empty) and was replaced. Round 1 is now `01.12` (PK001, blower motor) through `01.21` (PK019, window relays), one per primary.

**Consequences in the data.**
- `picks.recommend` is new, and filled for PK003 and PK015.
- `picks.block` is reset on PK001 to PK020. The primaries point at their own blocks, and the runner-ups carry none until they are proposed.
- `tools/rx7.py`:
  - `append_block` can now write a filled body.
  - `pick_block` is new.
  - `picks --ask` is new.
  - The on-the-table section of `PICKS.md` is now a list by block id.
- CLAUDE.md §6.9 step 3: pick blocks are never written by hand."
D-390,The record itself,"Parts suggestions live on the project's PICKS.md, laid out like BLOCKS.md: one entry per product with an ANSWER line; he answers any, some or all at leisure, the agent saves his words into picks and only then removes the entry",2026-09-23,superseded,D-389,D-405,,,"**D-390 — Parts suggestions live on the project's `PICKS.md`, laid out like `BLOCKS.md`. It has one entry per product, each ending in an `**ANSWER:**` line. He answers any, some or all, whenever he likes, and tells the agent. The agent saves his words into `picks` and only then removes the entry.** Camden's call, 2026-09-23. It supersedes D-389 (one block per suggestion in `BLOCKS.md`) and replaces D-388's generated `PICKS.md`.

**His words.** ""one more time plea format this like BLOCKS you sugest all the parts and and i leasure i can answer one any or all, the tell you and you save that info""

**Reading taken.** ""Format this like BLOCKS"" is read as a page of its own for parts, built the way `BLOCKS.md` is, rather than more blocks on `BLOCKS.md` itself: `BLOCKS.md` keeps the design questions, and `PICKS.md` holds the parts. That reading keeps the most options open, and moving the parts back onto `BLOCKS.md` is one command if he prefers it.

**What changed in the system.**
- **§2 and R3.** `PICKS.md` becomes his second page to write in, beside `BLOCKS.md`. The rule that protects `BLOCKS.md` now protects both:
  - nothing regenerates it and no tool rewrites it;
  - the tool only appends suggestions to it (`rx7.py picks --ask`), and only removes an entry once his verdict and his exact words are saved in `picks` (`--clear`);
  - the reader is not picky: everything under `**ANSWER:**` up to the next entry is his answer, over any number of lines;
  - after every append, the page must parse back as it was, or the append is undone.
- **§1.** `PICKS.md` is no longer a generated document, so there are three kinds again. The status that page showed (chosen, vetoed with his reasons, not yet searched) now prints in the terminal from `rx7.py picks`.
- **§6.9.** A round is:
  1. search;
  2. add the picks to the record;
  3. `rx7.py picks --ask`;
  4. he answers and tells the agent;
  5. `rx7.py picks --answered`;
  6. yeses become one decision, noes are vetoed with his reason, and questions are answered in the next suggestion for that part;
  7. `rx7.py picks --clear`.

**Round 1 moved.** Blocks `01.12` to `01.21` had not been answered; every answer line was empty when checked. They were taken off `BLOCKS.md`, and the same ten primaries (PK001 to PK019, odd numbers) are the first ten entries on `02-PROJECTS/01-luxury/PICKS.md`. The old generated `PICKS.md` was deleted after confirming its fingerprint was intact, which proves nobody had typed in it.

**In the data.**
- `picks.block` is dropped, because entries are keyed by the pick id.
- `tools/rx7.py`:
  - new: `parse_picks_page`, `pick_entry`, and `picks --ask / --answered / --clear`;
  - removed: `write_projection` and the generated page.
- CLAUDE.md §1, §2, R3, §3 (a standing answer), the tool list and §6.9."
D-391,Parts and sourcing,"Parts round 1: eight products accepted - the blower motor, blower final stage, HVAC servos, comfort fuse block, sound deadening, headlamps and both relay sets",2026-09-23,standing,,,,,"**D-391 — Parts round 1: eight products accepted.** Camden's call, 2026-09-23, answering the entries on `PICKS.md` (D-390).

| Pick | Part | Product | Price seen | His words |
|---|---|---|---|---|
| PK001 | LP17 blower motor | Four Seasons 35483 | $37 | ""i still have to old one with the fanwheel, rock auto is perfect"" |
| PK003 | LP18 blower final stage | Pololu G2 24v21 (#2995) | $57 | ""a i will monitor battery life when blasting for hours, (worth noting in enine swap that alternator needs to be beefy)"" |
| PK005 | LP19 HVAC servos | FEETECH FS5115M ×4 | $121–128 | ""yes worth the extra for better servos"" |
| PK007 | LP21 comfort fuse block | Blue Sea 5028 | $28–40 | ""follow recommendations, i will make space work"" |
| PK013 | LP33 sound deadening | Noico 80 mil CLD + Noico Red CCF ×2 + Trademark 1 lb MLV 60 sq ft | $320–370 | ""yes reference heat must be examened later"" |
| PK015 | LP41 headlamps | Grote 94401-5 ×2 | $558–613 | ""yes like them"" |
| PK017 | LP51 release relays K3 / K4 | Song Chuan 871-1C-C-D1-12VDC ×2 | $10–14 | ""yes"" |
| PK019 | LP37 window relays K5–K8 | Song Chuan 871-1C-C-R1-12VDC ×4, plus F8 / F9 fuses | $24–35 | ""yes"" |

**What his words add to the record.**
- **LP17:** the old motor and its fan wheel are in hand, so the wheel transfers. That removes the pick's main drawback. The bore still has to be checked against the 0.268 in shaft.
- **LP18:** the >= 25 A spec is widened to 21 A in exchange for silence, the reason for the >= 20 kHz stage (D-257). He will watch the battery with the blower on high for hours. The alternator point is engine-swap scope, carried to `02-PROJECTS/02-engine` as work row H-001 in his words.
- **LP19:** he takes the dearer servos for quality. Four at about $128 slightly overruns the old $60–120 estimate.
- **LP21:** ""follow recommendations"" is read as yes. He will fit it behind the centre stack.
- **LP33:** the heat over the exhaust tunnel is checked before MLV or foam goes there. That is carried in LP33's note, and it rides on I11 (carpet up).
- **LP41:** accepted at about $558–613 for the pair, over the old $120–300 budget. The depth (73 mm) is still checked against the bucket at V-066.

**Runner-ups.** The runner-ups held for these eight parts (PK002, 004, 006, 008, 014, 016, 018 and 020) are set `unused`. The `picks.verdict` vocabulary gains `unused` for that case.

**In the data.**
- `parts`: LP17, LP18, LP19, LP21, LP33, LP41, LP51 and LP37 each get a spec naming the product, a price and `status` `chosen`.
- `picks`: the eight are `accepted`, with his words in `said`.
- `_schema`: `picks.verdict` gains `unused`.
- Engine `work`: H-001 is new."
D-392,"Comfort, mirrors, windows, seats","Seats first: no add-on heater or cooling kit for now - the search is for front seats with heating and cooling built in, likely with electric controls",2026-09-23,standing,,,,,"**D-392 — Seats first. No add-on heater or cooling kit for now; the search is for front seats with heating and cooling built in, likely with electric controls.** Camden's call, 2026-09-23, answering PK009 (the seat heater kit) and PK011 (the seat cooling build) on `PICKS.md`.

**His words**, the same on both: ""no for now, i want to first look for seats with heating/cooling and likely electric controls""

**The ruling.**
- **The two picks are vetoed.** PK009 and PK011 are `vetoed`.
- **Their runner-ups are ruled out too.** The Rostra kit (PK010) and the generic ventilation kit (PK012) are both add-ons, so his reason covers them, and they are `unused`.
- **LP30 and LP31 go on hold,** not dropped. They come back only if no seat suits.
- **A new parts row, LP52,** is front seats with heating and cooling built in, probably power-adjusted.
- **The search is work row X-010** (parts round 2). For each candidate it finds:
  - the donor car or maker
  - what heats, cools and moves the seat, and how that is controlled: its own switches, a seat module, or CAN
  - its feeds and peak currents
  - any side airbag, and what leaving one unplugged means
  - how it mounts to the FB floor, and its width against the tunnel and the door
  - the price, used and new

  Then they go on `PICKS.md` for his answer.

**Why this is bigger than a parts swap.** The design so far assumes add-on pads and fans, switched by the DCU's four low-side comfort channels (electrical D-382) through the O15 block (LP21) and the comfort-return harness (LP49). Seats with their own heating, cooling and motors may bring their own control. Seat motors add loads the O15 bus was not sized for. Whichever seat he chooses, those three are revisited then: channels, fuses and harness. Nothing is changed before a seat is chosen.

**In the data.**
- `picks`: PK009 and PK011 are `vetoed`, with his words; PK010 and PK012 are `unused`.
- `parts`: LP30 and LP31 are `hold`; LP52 is new.
- `features`: the notes on FT19 and FT20.
- `work`: X-010 is new."
