id,stage,stage_title,item,owner,state,gate,note,reply,choices,unit,result,settles
E11,E,E In the cabin,"Is the Front seat belt assembly, left (PT907) on the car as described?",camden,open,K10,"What is uncertain: confirm the colour and VIN serial Qty on the car: 1. Mazda number FA30-57-670 (colour variants 0?, 12, 24, 29); catalogue 5790A-1 BI-066-38 BI-066-39 BI-066-40; 5790A-2 BI-067-01 BI-067-02. Answering covers 2 held part(s) inside it: PT908, PT909",choice,"yes, as described|not on the car|different part",,,
E12,E,E In the cabin,Is the Headliner (ceiling top) (PT916) on the car as described?,camden,open,,"What is uncertain: The catalogue lists only the '81 normal-roof headliner (FA01-68-030C) and the sunroof one - confirm the roof type and the headliner fitted. Mazda number -; catalogue 6800A-3 BI-120-02 BI-120-04 BI-120-05. Answering covers 3 held part(s) inside it: PT917, PT918, PT919",choice,"yes, as described|not on the car|different part",,,
E13,E,E In the cabin,"Is the Front pillar trim, right (PT920) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number FA01-68-710 (colour variants 00, 11, 29, 70); catalogue 6800A-1 BI-118-38 BI-118-39 BI-118-40; 6800A-2 BI-119-01 BI-119-02 BI-119-04 BI-119-05 BI-119-06.",choice,"yes, as described|not on the car|different part",,,
E14,E,E In the cabin,"Is the Front pillar trim, left (PT921) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number FA01-68-190 (colour variants 00, 11, 29, 70); catalogue 6800A-2 BI-119-07 BI-119-08 BI-119-09 BI-119-10 BI-119-11.",choice,"yes, as described|not on the car|different part",,,
E15,E,E In the cabin,"Is the Center pillar trim, right (68 110A) (PT922) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number FA01-68-110A (colour variants 00, 11, 29, 70); catalogue 6800A-1 BI-118-28 BI-118-29 BI-118-30 BI-118-31 BI-118-32.",choice,"yes, as described|not on the car|different part",,,
E16,E,E In the cabin,"Is the Center pillar trim, left (68 120C) (PT923) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number FA01-68-120A (colour variants 00, 11, 29, 70); catalogue 6800A-1 BI-118-33 BI-118-34 BI-118-35 BI-118-36 BI-118-37.",choice,"yes, as described|not on the car|different part",,,
E17,E,E In the cabin,"Is the Center pillar trim, right (68 221) (PT924) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number 8871-68-221A (colour variants 00, 11, 29, 70); catalogue 6800A-2 BI-119-17 BI-119-18 BI-119-19 BI-119-20 BI-119-21.",choice,"yes, as described|not on the car|different part",,,
E18,E,E In the cabin,"Is the Center pillar trim, left (68 241) (PT925) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number 8871-68-241A (colour variants 00, 11, 29, 70); catalogue 6800A-2 BI-119-27 BI-119-28 BI-119-29 BI-119-30 BI-119-31.",choice,"yes, as described|not on the car|different part",,,
E19,E,E In the cabin,"Is the Center trim garnish, right (PT926) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number FA01-68-981 (colour variants 00, 11, 29, 70); catalogue 6800A-2 BI-119-12 BI-119-13 BI-119-14 BI-119-15 BI-119-16.",choice,"yes, as described|not on the car|different part",,,
E20,E,E In the cabin,"Is the Center trim garnish, left (PT927) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number FA01-68-991 (colour variants 00, 11, 29, 70); catalogue 6800A-2 BI-119-22 BI-119-23 BI-119-24 BI-119-25 BI-119-26.",choice,"yes, as described|not on the car|different part",,,
E21,E,E In the cabin,"Is the Front side trim (kick panel), right (PT930) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number FA03-68-370 (colour variants 12, 72, 77, 85); catalogue 6840A-1 BI-122-01 BI-122-03 BI-122-04 BI-122-05 BI-122-06 BI-122-07.",choice,"yes, as described|not on the car|different part",,,
E22,E,E In the cabin,"Is the Front side trim (kick panel), left (PT931) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number FA03-68-390 (colour variants 12, 72, 77, 85); catalogue 6840A-1 BI-122-13 BI-122-14 BI-122-15 BI-122-16 BI-122-17.",choice,"yes, as described|not on the car|different part",,,
E23,E,E In the cabin,"Is the Quarter trim, right (PT932) on the car as described?",camden,open,K10,"What is uncertain: Vinyl FA01-68-520D or leather FA04-68-520D - confirm the material and colour Qty on the car: 1. Mazda number FA01-68-520D (colour variants 01, 10, 70) or FA04-68-520D (colour variants 10, 29, 70); catalogue 6840A-1 BI-122-23 BI-122-24 BI-122-25 BI-122-26 BI-122-28 BI-122-29 BI-122-30 BI-122-31.",choice,"yes, as described|not on the car|different part",,,
E24,E,E In the cabin,"Is the Quarter trim, left (PT933) on the car as described?",camden,open,K10,"What is uncertain: Vinyl FA01-68-550D, cloth FA02-68-550E or leather FA04-68-550D - confirm the material and colour Qty on the car: 1. Mazda number FA01-68-550D (colour variants 01, 10, 70) or FA02-68-550E (colour variants 00, 10, 70) or FA04-68-550D (colour variants 10, 70); catalogue 6840A-1 BI-122-32 BI-122-33 BI-122-34 BI-122-35 BI-122-36 BI-122-37 BI-122-38 BI-122-39 BI-122-40; 6840A-2 BI-123-01 BI-123-02.",choice,"yes, as described|not on the car|different part",,,
E25,E,E In the cabin,"Is the Front scuff plate, right (PT934) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number 8871-68-710 (colour variants 00, 10, 29, 70); catalogue 6840A-2 BI-123-03 BI-123-04 BI-123-05 BI-123-06 BI-123-07.",choice,"yes, as described|not on the car|different part",,,
E26,E,E In the cabin,"Is the Front scuff plate, left (PT935) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number 8871-68-720 (colour variants 00, 10, 29, 70); catalogue 6840A-2 BI-123-08 BI-123-09 BI-123-10 BI-123-11 BI-123-12.",choice,"yes, as described|not on the car|different part",,,
E27,E,E In the cabin,Is the Front floor carpet (PT944) on the car as described?,camden,open,K10,"What is uncertain: Confirm the colour Qty on the car: 1. Mazda number FA01-68-671B (colour variants 00, 11, 70); catalogue 6860A-1 BI-125-08 BI-125-09 BI-125-10 BI-125-11; 6860A-2 BI-126-01 BI-126-02.",choice,"yes, as described|not on the car|different part",,,
E28,E,E In the cabin,Is the Rear floor carpet (PT945) on the car as described?,camden,open,K10,"What is uncertain: FA02-68-677A with the small rear console, FA03-68-677 with the large one - confirm the console and colour Qty on the car: 1. Mazda number FA02-68-677A (colour variants 00, 11, 70, 72) or FA03-68-677 (colour variants 00, 11, 70, 72); catalogue 6860A-1 BI-125-16 BI-125-17 BI-125-18 BI-125-19 BI-125-20 BI-125-25 BI-125-26 BI-125-27 BI-125-28 BI-125-29.",choice,"yes, as described|not on the car|different part",,,
E29,E,E In the cabin,Is the Coat hanger (PT952) on the car as described?,camden,open,K10,What is uncertain: Two numbers listed (0376-69-941 and 0376-69-941B) - confirm which is fitted Qty on the car: 1. Mazda number 0376-69-941 (colour variants 01) or 0376-69-941B (colour variants 01); catalogue 6900A-3 BI-130-18 BI-130-19 BI-130-20 BI-130-21; 6900A-1 BI-128-08 BI-128-09 BI-128-10 BI-128-11 BI-128-12.,choice,"yes, as described|not on the car|different part",,,
E30,E,E In the cabin,"Is the Sun visor, right (PT955) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number 8341-69-270 (colour variants 02, 10, 28, 70); catalogue 6900A-2 BI-129-12 BI-129-13 BI-129-14 BI-129-15 BI-129-16.",choice,"yes, as described|not on the car|different part",,,
E31,E,E In the cabin,"Is the Sun visor, left (PT956) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number 8341-69-320 (colour variants 02, 10, 28, 70); catalogue 6900A-2 BI-129-24 BI-129-25 BI-129-26 BI-129-27 BI-129-28.",choice,"yes, as described|not on the car|different part",,,
E32,E,E In the cabin,Is the Interior mirror lamp bulb (12V 5W per catalogue) (PT962) on the car as described?,camden,open,,What is uncertain: which lamp takes it is not stated - confirm Qty on the car: 1. Mazda number 0000-11-0194; catalogue 6900A-2 BI-129-07.,choice,"yes, as described|not on the car|different part",,,
F1,F,F At the doors,Is the Door reflector (PT735) on the car as described?,camden,open,,What is uncertain: which door or both: confirm on the car Qty on the car: 1. Mazda number 1243-51-545; catalogue 5170A-1 BI-039-01.,choice,"yes, as described|not on the car|different part",,,
F2,F,F At the doors,"Is the Door outer panels, R and L (PT795) on the car as described?",camden,open,,"What is uncertain: R 8981-58-020E as printed (8871-58-020E by pattern: confirm), L 8871-59-020E Qty on the car: 2. Mazda number 8981-58-020E 8871-59-020E; catalogue 5800A-1 BI-068-04 BI-068-05.",choice,"yes, as described|not on the car|different part",,,
F3,F,F At the doors,Is the Door seaming welt (PT798) on the car as described?,camden,open,K10,"What is uncertain: Colour variant (01 black, 12 red, 29 tan, 34 brown) follows the trim colour: confirm on the car. Mazda number FA02-68-911 (colour variants 01, 12, 29, 34); catalogue 5800A-1 BI-068-11.",choice,"yes, as described|not on the car|different part",,,
F4,F,F At the doors,Is the Door inner handle covers (PT804) on the car as described?,camden,open,K10,"What is uncertain: Colour variant (00 black, 12 red, 27 brown, 29 tan) follows the trim colour: confirm on the car. Mazda number 8116-58-303 (colour variants 00, 12, 27, 29); catalogue 5830A-1 BI-069-07.",choice,"yes, as described|not on the car|different part",,,
F5,F,F At the doors,Is the Window crank handles (PT808) on the car as described?,camden,open,K10,"What is uncertain: Colour variant (02 black, 12 red, 27 brown, 29 tan) follows the trim colour: confirm on the car. Mazda number 8038-58-580A (colour variants 02, 12, 27, 29); catalogue 5830A-1 BI-069-19. Answering covers 2 held part(s) inside it: PT809, PT810",choice,"yes, as described|not on the car|different part",,,
F6,F,F At the doors,"Is the Door trim panel, right (PT910) on the car as described?",camden,open,K10,"What is uncertain: Vinyl FA01-68-420D or cloth FA02-68-420D (FA01-68-420A also listed) - confirm the material and colour. Mazda number FA01-68-420A (colour variants 10) or FA01-68-420D (colour variants 00, 10, 70) or FA02-68-420D (colour variants 00, 10, 70); catalogue 5840A-1 BI-072-03 BI-072-04 BI-072-05 BI-072-06 BI-072-07 BI-072-08 BI-072-09 BI-072-10 BI-072-11 BI-072-12 BI-072-13 BI-072-14. Answering covers 1 held part(s) inside it: PT912",choice,"yes, as described|not on the car|different part",,,
F7,F,F At the doors,"Is the Door trim panel, left (PT911) on the car as described?",camden,open,K10,"What is uncertain: Vinyl FA01-68-450D or cloth FA02-68-450D - confirm the material and colour Qty on the car: 1. Mazda number FA01-68-450D (colour variants 00, 10, 70) or FA02-68-450D (colour variants 00, 10, 70); catalogue 5840A-1 BI-072-32 BI-072-33 BI-072-34 BI-072-35; 5840A-2 BI-073-01 BI-073-02 BI-073-03 BI-073-04. Answering covers 1 held part(s) inside it: PT913",choice,"yes, as described|not on the car|different part",,,
G1,G,G In the hatch and cargo area,Is the Rear defogger cord (PT319) on the car as described?,camden,open,,What is uncertain: whether the car has a rear wiper - confirm Qty on the car: 1. Mazda number 8341-67-051A; catalogue 6700A-1 BI-107-25 BI-107-27.,choice,"yes, as described|not on the car|different part",,,
G2,G,G In the hatch and cargo area,Is the Rear spoiler (PT743) on the car as described?,camden,open,K9,"What is uncertain: Protectors FA16-51-966 x6 listed from FB331 507335-: fitted or not by VIN serial, confirm. Mazda number FA16-51-960B; catalogue 5180A-1 BI-040-12.",choice,"yes, as described|not on the car|different part",,,
G3,G,G In the hatch and cargo area,"Is the Back door (hatch) hinges, R and L (PT811) on the car as described?",camden,open,K11,"What is uncertain: L number partly blank in the scan (887?-??-210B, likely 8871-63-210B): confirm before ordering. Mazda number 8871-62-210B 887?-??-210B; catalogue 6230A-1 BI-092-03 BI-092-22.",choice,"yes, as described|not on the car|different part",,,
G4,G,G In the hatch and cargo area,Is the Back door remote control opener (PT813) on the car as described?,camden,open,,What is uncertain: whether this is the same unit as the hatch release solenoid PT030 or the cable opener it drives: confirm Qty on the car: 1. Mazda number 8341-62-315; catalogue 6230A-1 BI-092-10.,choice,"yes, as described|not on the car|different part",,,
G5,G,G In the hatch and cargo area,"Is the Rear pillar trim, right (PT928) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number 8871-68-271A (colour variants 00, 11, 29, 70); catalogue 6800A-2 BI-119-32 BI-119-33 BI-119-34 BI-119-35 BI-119-36.",choice,"yes, as described|not on the car|different part",,,
G6,G,G In the hatch and cargo area,"Is the Rear pillar trim, left (PT929) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number 8871-68-291A (colour variants 00, 11, 29, 70); catalogue 6800A-2 BI-119-37 BI-119-38 BI-119-39 BI-119-40; 6800A-3 BI-120-01.",choice,"yes, as described|not on the car|different part",,,
G7,G,G In the hatch and cargo area,"Is the Wheel-arch trim (tire house), right (PT936) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number 8871-68-770 (colour variants 00, 11, 29, 70); catalogue 6840A-2 BI-123-13 BI-123-14 BI-123-15 BI-123-16 BI-123-17.",choice,"yes, as described|not on the car|different part",,,
G8,G,G In the hatch and cargo area,"Is the Wheel-arch trim (tire house), left (PT937) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number 8871-68-790 (colour variants 00, 11, 29, 70); catalogue 6840A-2 BI-123-18 BI-123-19 BI-123-20 BI-123-21 BI-123-22.",choice,"yes, as described|not on the car|different part",,,
G9,G,G In the hatch and cargo area,"Is the Cargo side trim, right (PT938) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number 8871-68-861A (colour variants 00, 11, 29, 70); catalogue 6840A-2 BI-123-23 BI-123-24 BI-123-25 BI-123-26 BI-123-27 BI-123-28 BI-123-29 BI-123-30 BI-123-31 BI-123-32; 6840A-3 BI-124-09.",choice,"yes, as described|not on the car|different part",,,
G10,G,G In the hatch and cargo area,"Is the Cargo side trim, left (PT939) on the car as described?",camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number 8871-68-871A (colour variants 00, 11, 29, 70); catalogue 6840A-2 BI-123-33 BI-123-34 BI-123-35 BI-123-36 BI-123-37.",choice,"yes, as described|not on the car|different part",,,
G11,G,G In the hatch and cargo area,Is the Cargo end trim (PT940) on the car as described?,camden,open,K10,"What is uncertain: 1480-68-890C with the cargo lamp, 8341-68-890C without - confirm whether a cargo lamp is fitted Qty on the car: 1. Mazda number 1480-68-890C (colour variants 00, 11, 29, 70) or 8341-68-890C (colour variants 00, 11, 29, 70); catalogue 6840A-2 BI-123-38 BI-123-39; 6840A-3 BI-124-01 BI-124-02 BI-124-03 BI-124-04 BI-124-05 BI-124-06 BI-124-07 BI-124-08.",choice,"yes, as described|not on the car|different part",,,
G12,G,G In the hatch and cargo area,Is the Cargo floor mat (PT946) on the car as described?,camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number FA01-68-695C (colour variants 11, 77, 85); catalogue 6860A-1 BI-125-30 BI-125-31 BI-125-32 BI-125-33 BI-125-34 BI-125-35.",choice,"yes, as described|not on the car|different part",,,
G13,G,G In the hatch and cargo area,Is the Storage boxes (behind the seats) (PT949) on the car as described?,camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 2. Mazda number FA01-69-760 (colour variants 00, 11, 29, 70); catalogue 6900A-3 BI-130-07 BI-130-08 BI-130-09 BI-130-10 BI-130-11 BI-130-17. Answering covers 1 held part(s) inside it: PT951",choice,"yes, as described|not on the car|different part",,,
G14,G,G In the hatch and cargo area,Is the Cargo room strap A (PT953) on the car as described?,camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number 8341-69-570 (colour variants 00, 10, 20, 29); catalogue 6900A-2 BI-129-29 BI-129-30 BI-129-31 BI-129-32; 6900A-3 BI-130-01.",choice,"yes, as described|not on the car|different part",,,
G15,G,G In the hatch and cargo area,Is the Cargo room strap B (PT954) on the car as described?,camden,open,K10,"What is uncertain: Colour not recorded - confirm on the car Qty on the car: 1. Mazda number 8341-69-580 (colour variants 00, 10, 20, 29); catalogue 6900A-3 BI-130-02 BI-130-03 BI-130-04 BI-130-05 BI-130-06.",choice,"yes, as described|not on the car|different part",,,
H1,H,H At the rear end,"Is the Quarter panels, R and L (PT768) on the car as described?",camden,open,K11,"What is uncertain: Suffix letter unreadable in the scan (FA01-70-100?, FA01-71-100?): confirm the current number before ordering Qty on the car: 2. Mazda number FA01-70-100 FA01-71-100; catalogue 5340A-1 BI-044-05 BI-044-19.",choice,"yes, as described|not on the car|different part",,,
H2,H,H At the rear end,Is the Fuel label (PT972) on the car as described?,camden,open,K10,"What is uncertain: Colour black or white - confirm Qty on the car: 1. Mazda number FA01-69-065 (colour variants 00, 01); catalogue 6930A-1 BI-131-07 BI-131-08 BI-131-09.",choice,"yes, as described|not on the car|different part",,,
I1,I,I Under the car (on stands),Is the Transmission mount member (PT117) on the car as described?,camden,open,I0,What is uncertain: the catalogue row carries no description - confirm what it is on the car Qty on the car: 1. Mazda number 1481-39-380B; catalogue 3900A-1 EC-102-08. Answering covers 1 held part(s) inside it: PT119,choice,"yes, as described|not on the car|different part",,,
I2,I,I Under the car (on stands),Is the Fuel cut valve (factory) (PT180) on the car as described?,camden,open,I0,What is uncertain: confirm whether the fuel cut-off PT010 is this valve or a separate part. Mazda number 3919-45-170A; catalogue 4500A-1 EC-114-15.,choice,"yes, as described|not on the car|different part",,,
I3,I,I Under the car (on stands),Is the Inhibitor switch (neutral safety and reverse lamp) (PT298) on the car as described?,camden,open,I0 K11,What is uncertain: First digit unreadable in the scan (likely 8872-19-444B) - confirm before ordering Qty on the car: 1. Mazda number ?872-19-444B; catalogue 6600A-1 BI-095-20.,choice,"yes, as described|not on the car|different part",,,
I4,I,I Under the car (on stands),Is the Band anchor-end bolt (band adjuster) (PT342) on the car as described?,camden,open,I0,"What is uncertain: lock washer 0338-19-388A and nut 0338-19-389 (confirm these two belong to the anchor bolt, not the servo stem) Mazda number 1758-19-341; catalogue 1920A-1 EC-064-08 EC-064-16 EC-064-17.",choice,"yes, as described|not on the car|different part",,,
I5,I,I Under the car (on stands),Is the Speedometer driven gear (PT346) on the car as described?,camden,open,I0 K9,"What is uncertain: confirm the transmission serial on its plate is 500076 or later, else the earlier gear is fitted Mazda number 8057-17-441C; catalogue 1920A-1 EC-064-26.",choice,"yes, as described|not on the car|different part",,,
I6,I,I Under the car (on stands),Is the Vacuum diaphragm rod (selective length) (PT355) on the car as described?,camden,open,I0,What is uncertain: confirm the fitted length by measuring when the diaphragm is out Mazda number 0338-19-828 0338-19-829 0338-19-825 0338-19-827 0338-19-826 FT01-19-824; catalogue 1920A-1 1920A-2 EC-064-39 EC-064-40 EC-065-01 EC-065-02 EC-065-03 EC-065-04.,choice,"yes, as described|not on the car|different part",,,
I7,I,I Under the car (on stands),Is the Front clutch retaining plate (selective) (PT369) on the car as described?,camden,open,I0,What is uncertain: confirm fitted thickness at teardown. Mazda number 3959-19-503 3959-19-504 3959-19-505 3959-19-506 3959-19-507 3959-19-508 3959-19-509; catalogue 1930A-1 EC-066-14 EC-066-15 EC-066-16 EC-066-17 EC-066-18 EC-066-19 EC-066-20 EC-066-21.,choice,"yes, as described|not on the car|different part",,,
I8,I,I Under the car (on stands),"Is the Pump cover thrust race (selective, end play) (PT380) on the car as described?",camden,open,I0,What is uncertain: confirm fitted thickness at teardown Mazda number 0338-19-631 0338-19-632 0338-19-633 0338-19-634 0338-19-635 0338-19-636; catalogue 1930A-1 1930A-2 EC-066-40 EC-067-01 EC-067-02 EC-067-03 EC-067-04 EC-067-05.,choice,"yes, as described|not on the car|different part",,,
I9,I,I Under the car (on stands),Is the Front clutch thrust washer (selective) (PT381) on the car as described?,camden,open,I0,What is uncertain: confirm fitted thickness at teardown Mazda number 0338-19-648 0338-19-646 0338-19-647 0338-19-641 0338-19-642 0338-19-643 0338-19-644 0338-19-645; catalogue 1930A-2 EC-067-08 EC-067-09 EC-067-10 EC-067-11 EC-067-12 EC-067-13 EC-067-14 EC-067-15.,choice,"yes, as described|not on the car|different part",,,
I10,I,I Under the car (on stands),Is the Low and reverse retaining plate (selective) (PT397) on the car as described?,camden,open,I0,What is uncertain: confirm fitted thickness at teardown Mazda number 1758-19-613 1758-19-614 1758-19-615 1758-19-616 1758-19-617 1758-19-618; catalogue 1940A-1 EC-068-22 EC-068-23 EC-068-24 EC-068-25 EC-068-26 EC-068-27.,choice,"yes, as described|not on the car|different part",,,
I11,I,I Under the car (on stands),Is the Differential companion flange (PT435) on the car as described?,camden,open,I0,"What is uncertain: confirm: catalogue prints ""'81 & '83"", likely a misprint for '82; Mazda number 0223-27-020C; catalogue 2700A-1 EC-089-04 EC-089-01 EC-089-06.",choice,"yes, as described|not on the car|different part",,,
I12,I,I Under the car (on stands),Is the Final drive gear set (ring gear and drive pinion) (PT437) on the car as described?,camden,open,I0,What is uncertain: confirm the tag or count teeth. Mazda number 8051-27-110D; catalogue 2700A-1 EC-089-11 EC-089-15 EC-089-19 EC-089-20; 2700A-2 EC-090-12 EC-090-13 EC-090-14 EC-090-15 EC-090-16 EC-090-17 EC-090-18 EC-090-19 EC-090-20 EC-090-21 EC-090-22 EC-090-23 EC-090-24 EC-090-25.,choice,"yes, as described|not on the car|different part",,,
I13,I,I Under the car (on stands),Is the Rear stabilizer control link brackets (PT466) on the car as described?,camden,open,I0 K9,What is uncertain: confirm: fitted from serial FB331 510973 (Oct 1980); Mazda number FA01-28-120B; catalogue 2810A-1 EC-092-09.,choice,"yes, as described|not on the car|different part",,,
I14,I,I Under the car (on stands),Is the Rear stabilizer support brackets (PT467) on the car as described?,camden,open,I0 K9,What is uncertain: confirm: fitted from serial FB331 501693; Mazda number FA01-28-155; catalogue 2810A-1 EC-092-11.,choice,"yes, as described|not on the car|different part",,,
I15,I,I Under the car (on stands),Is the Steering idler arm (PT489) on the car as described?,camden,dropped,,"Dropped 2026-09-26: it asks the same question as block CAR.03 (the idler-arm recall), which is where the answer goes (plan P29).",choice,"yes, as described|not on the car|different part",,,
I16,I,I Under the car (on stands),Is the Steering linkage ball joint sets (PT493) on the car as described?,camden,open,I0,What is uncertain: First digit illegible in the catalogue - confirm the number before ordering Qty on the car: 2. Mazda number ?021-99-324; catalogue 3230A-1 EC-095-05.,choice,"yes, as described|not on the car|different part",,,
I17,I,I Under the car (on stands),Is the Steering linkage ball joint dust seals (PT494) on the car as described?,camden,open,I0,What is uncertain: 8021-32-279 x4 and one 8?31-32-279 (digit illegible - confirm) Qty on the car: 5. Mazda number 8021-32-279 8?31-32-279; catalogue 3230A-1 EC-095-03 EC-095-04.,choice,"yes, as described|not on the car|different part",,,
I18,I,I Under the car (on stands),Is the Catalytic converter (PT539) on the car as described?,camden,open,I0,What is uncertain: Emission recall campaigns 23702/2370C (4000A-2 EC-104-16) - confirm whether done Qty on the car: 1. Mazda number N231-40-300; catalogue 4000A-1 EC-103-01 EC-103-03 EC-103-04 EC-103-31.,choice,"yes, as described|not on the car|different part",,,
I19,I,I Under the car (on stands),"Is the Brake pipe, rear (FA07-43-370) (PT574) on the car as described?",camden,open,I0 K9,"What is uncertain: later serials differ - confirm), rubber screw 8871-43-608, clips 8173-45-903 x2 Qty on the car: 1. Mazda number FA07-43-370; catalogue 4360A-1 EC-111-17 EC-111-01 EC-111-02 EC-111-03 EC-111-19.",choice,"yes, as described|not on the car|different part",,,
I20,I,I Under the car (on stands),Is the Floor drain plugs and hole covers (PT786) on the car as described?,camden,open,I0 K9,"What is uncertain: hole covers 1011-56-051 x2, plastic B001-56-051 x10 (from FB331 633361-, confirm by VIN serial); Mazda number 0118-56-241 0118-56-242B 0222-61-622 1011-56-051 B001-56-051 8545-56-052 8545-56-053 0810-56-639; catalogue 5370A-1 BI-046-07 BI-046-09 BI-046-20 BI-046-02 BI-046-03 BI-046-04 BI-046-06 BI-046-21.",choice,"yes, as described|not on the car|different part",,,
I21,I,I Under the car (on stands),Is the Tie-down hook (PT790) on the car as described?,camden,open,I0 K9,"What is uncertain: 8871-56-281B up to FB331 622565, 8871-56-281D from 622566: confirm which by the VIN serial Qty on the car: 1. Mazda number 8871-56-281B 8871-56-281D; catalogue 5370A-1 BI-046-13 BI-046-14.",choice,"yes, as described|not on the car|different part",,,
J1,J,J At the wheels and hubs,Is the Rear brake back springs (PT448) on the car as described?,camden,open,,What is uncertain: confirm: one digit of the part number is illegible in the catalogue scan (GA02-26-3?5) Qty on the car: 2. Mazda number GA02-26-3?5; catalogue 2610A-1 EC-087-08.,choice,"yes, as described|not on the car|different part",,,
J2,J,J At the wheels and hubs,Is the Rear coil spring upper rubber seats (PT456) on the car as described?,camden,open,K9,"What is uncertain: confirm: -013B up to serial FB331 700131, -013C from 700132; Mazda number 8871-28-013B or 8871-28-013C; catalogue 2800A-1 EC-091-02 EC-091-03.",choice,"yes, as described|not on the car|different part",,,
J3,J,J At the wheels and hubs,Is the Tie rod ball joint sets (PT492) on the car as described?,camden,open,,What is uncertain: Which joints this set and the ?021-99-324 set are (outer vs inner) is read from the figure - confirm on the drawing before ordering Qty on the car: 2. Mazda number 8531-99-322A; catalogue 3230A-1 EC-095-01.,choice,"yes, as described|not on the car|different part",,,
J4,J,J At the wheels and hubs,Is the Front caliper pistons (PT497) on the car as described?,camden,open,,What is uncertain: the <A> piece is the alternative - confirm which is fitted before ordering Qty on the car: 2. Mazda number 8341-33-651 8341-33-651A; catalogue 3300A-1 EC-097-11 EC-097-12.,choice,"yes, as described|not on the car|different part",,,
J5,J,J At the wheels and hubs,Is the Front strut damper set (PT504) on the car as described?,camden,open,,"What is uncertain: Catalogue name partly illegible (""SF?, DAMPER"", 34 760S) - confirm what it is before ordering. Mazda number 8171-34-970; catalogue 3400A-1 EC-098-18 EC-098-17.",choice,"yes, as described|not on the car|different part",,,
J6,J,J At the wheels and hubs,Is the Front ball joint dust seals (PT516) on the car as described?,camden,open,,What is uncertain: confirm on the figure that this seal is the ball joint boot Qty on the car: 2. Mazda number 8531-34-565; catalogue 3400A-1 EC-098-16.,choice,"yes, as described|not on the car|different part",,,
J7,J,J At the wheels and hubs,Is the Road wheels (PT525) on the car as described?,camden,open,,"What is uncertain: Two factory options: alloy cross-design FA01-89-376 or steel 5JX13 9965-38-503 (Sunbeam Silver K3) - confirm which is on the car. Mazda number FA01-89-376 9965-38-503 (colour K3); catalogue 3700A-1 EC-100-13 EC-100-14 EC-100-15 3700A-2 EC-101-13 EC-100-22 EC-100-23 EC-100-24 EC-100-25 EC-100-26 EC-100-27 EC-100-28 EC-100-29 3700A-2 EC-101-01 EC-101-02 EC-101-03 EC-101-04 EC-101-05 EC-101-06 EC-101-07 EC-101-08 EC-101-09 EC-101-10 EC-101-11 EC-101-12. Answering covers 5 held part(s) inside it: PT526, PT527, PT528, PT529, PT530",choice,"yes, as described|not on the car|different part",,,
K1,K,K Where it is not recorded,Is the Interval wiper control unit (PT029) on the car as described?,camden,open,,What is uncertain: Confirm whether any separate unit exists on the car. Mazda number -; catalogue -.,choice,"yes, as described|not on the car|different part",,,
