id,stage,stage_title,item,owner,state,gate,note,track,reply,choices,unit,result,settles
E7,E,"Then the install plan, in its own order",Build the ladder resistor sub-assemblies,camden,open,E6 A10 phase:SOURCING,"Every resistor (and the one 1N5819) the ladders use, soldered to 4 in leads, each heat-shrunk and the lead labelled with switch and position; measure each and write the value on its bag. The list is the design, not this note: rx7.py sql 02-PROJECTS/01-electrical ""select * from ladders"" plus the cavity rows naming a kΩ value. Includes the 47 kOhm baselines: L2-S 1 and 2 (A4/A5), and new with D-368 L2-S 3 (A3), the sill splice (A6) and the hazard switch (A8). Do not fit the D-368 baselines in the car until CK12 has passed on the bench (A10 sizes the wake stages first).",build,,,,,
E8,E,"Then the install plan, in its own order","Backbone weekend, 1 of 5: the battery in the cargo bin",camden,open,E7 phase:SOURCING,"Disconnect the factory battery, negative first; boot the Ionic's terminals. Backing plate from the C1 (M-4) mock-up; hold-down through the floor with M8 grade-8, nyloc nuts, fender washers - never sheet metal alone. Fit battery and hold-down; push hard every way, it must not move (D2 fit-checked the parts).",build,,,,,
E9,E,"Then the install plan, in its own order","Backbone weekend, 2 of 5: disconnect, Class-T and the rear ground stud",camden,open,E8 phase:SOURCING,"Master disconnect within reach from the hatch, on the POSITIVE side (D-319). Class-T block as close to the positive post as physically possible - inches. Rear ground stud: bare metal, 3/8 stainless stud, star washer, torque, cavity wax over the joint. Cut and hydraulically crimp the battery cables exactly as rx7.py sql 02-PROJECTS/01-electrical ""select * from backbone"" and ""select * from cables"" route them (battery negative straight to the stud, B5); heavy-wall adhesive shrink and a boot on every lug.",build,,,,,
E10,E,"Then the install plan, in its own order","Backbone weekend, 3 of 5: starter run, PMU feed and grounds",camden,open,E9 phase:SOURCING,"MRBF holder on the positive post with the 250 A fuse (D-321), NOT fitted yet; 1/0 starter run to the starter B+ stud (D-246), loomed, P-clipped every 12 in, grommeted at every pass-through. 2 AWG PMU feed from the Class-T through the tunnel to a temporary insulated distribution post where the dash node will go - pull string in beside it before the console goes back. Front star stud on the radiator support (bare metal, stud, star washer, torque, wax) + 10 AWG BLK to a second body bolt. Engine block to chassis strap, 2 AWG, 24 in or less (the bond). 1/0 BLK cranking return from the rear stud to the block with the starter feed (D-246). MIDI holders F17/F18 beside the starter stud; alternator B+ through F18; F17 unwired until E38.",build,,,,,
E11,E,"Then the install plan, in its own order","Backbone weekend, 4 of 5: the factory harness onto the new backbone, then power",camden,open,E10 phase:SOURCING,"Move the factory harness's main feed (fusible-link side) onto the distribution post and its main ground onto the front star. Fit the Class-T fuse and the MRBF. Reconnect. Pair the Ionic app and record voltage ___ V, state of charge ___ %, temperature ___ C (into checks, CK02/CK03 as they apply).",build,,,,,
E12,E,"Then the install plan, in its own order","Backbone weekend, 5 of 5: start, charge, voltage drop, run it",camden,open,E11 phase:SOURCING,"Start it. Charging voltage at the battery at 2,000 rpm: the reading, in V - expect 13.8-14.6; if it does not charge, stop - alternator or excitation (F15 fixes excitation at E39). Voltage drop while cranking (assistant on the key): battery + post to starter stud the reading, in V, battery - post to engine block the reading, in V, each under 0.5 V - near 0.5 means a bad crimp. Run it - idle, rev, every factory circuit working exactly as before, on a new backbone. No driving: the interior is out until E35 (D-387).",build,value,,V,,
E13,E,"Then the install plan, in its own order",Dash node 1: lay it out with the parts in hand and cut the carrier panels,camden,open,E12 C2 phase:SOURCING,"Inside a cardboard outline of C1's M-1 spaces place the PMU, the two busbars, blocks A and B, the inline holders, the relay sockets (rx7.py sql 02-PROJECTS/01-electrical ""select id from relays where location='Dash node'"" - K1 K2 K3 K4 K11 K12 K13), the wake strip, the perfboard (P134) and the wideband gauge. Rules: low and close to the floor; the PMU lever arc clear; 60 mm behind every receptacle; blocks reachable; the always-hot busbar covered; PMU stood off for airflow; no bare aluminium against a live stud. Mock the panels in cardboard IN THE CAR first; then cut, deburr, paint (panel stock P090 from C2).",build,,,,,
E14,E,"Then the install plan, in its own order",Dash node 2: mount everything and label every position,camden,open,E13 phase:SOURCING,"PMU on three M6 stand-offs; covered always-hot busbar beside the stud; ground bus beside pin 25; blocks A and B; the sealed inline holders; the relay sockets; the 8-position barrier strip (P068 - full: seven wake inputs + the rail); the perfboard. Receptacle clips (P030) along the panel edge grouped by leg. Node labels from E6 beside every relay socket and fuse position, empty ones included.",build,,,,,
E15,E,"Then the install plan, in its own order",Dash node 3: the wake network and the two sense stages,camden,open,E14 A10 phase:SOURCING,"Seven 1N5819 on the strip, band (cathode) toward the common rail (N38); rail to pin 7; 10 kOhm rail to ground bus. The two NPN sense stages (door, A8) on the perfboard with the base-network values A10 writes into the record for D-368's baselines - not the v2 values. The two 100 kOhm bias resistors from pin 15 to pins 35 and 22. Then CK12 on the bench before the node goes in the car.",build,,,,,
E16,E,"Then the install plan, in its own order",Dash node 4: terminate the 39-way PMU connector,camden,open,E15 phase:SOURCING,"Cavity order from rx7.py sql 02-PROJECTS/01-electrical ""select * from pins""; mark cavity 1 with the paint pen first. Strip, crimp the SICMA terminal (2.8 mm large for the heavy pins, 1.5 mm for the rest - per pins), tug, insert until it clicks, tug again; 18 in of wire on every pin; label each wire before cutting the next. Secondary lock on; pull every wire - none may move; latch the lever once fully to prove the arc is clear. It is terminated once and never reopened.",build,,,,,
E17,E,"Then the install plan, in its own order","Dash node 5: every node conductor, every receptacle",camden,open,E16 phase:SOURCING,"Run every row of rx7.py sql 02-PROJECTS/01-electrical ""select * from node_conductors"" - including the ones since v2: N73 road-speed supply, N74 the CAN2 120 Ohm terminator AT THE NODE (D-346), N75 F22 to DP-DCU 1 (D-355), N76-N78, N79 F13, N80-N83 the post links, N84 mirror heat from DP-DCU-B 9 to L4-P 4 (D-369), N85/N86 the release branch and select lines (D-370). O15 now feeds L3-P 2 only (D-369). Every splice a sealed crimp butt splice. Land every leg wire on its receptacle pin per cavities; sealing plug in every PLUG cavity; wedgelocks. Dust caps: the branch-end receptacles get theirs at E20-E23. DP-ICU-A/B are 150 mm tails into the ICU's DT13s (D-270); DP-DCU and DP-DCU-B are tails to the centre stack ending in DT06 plugs, dust-capped (P140, D-362) until the DCU plugs in at E26 (D-374).",build,,,,,
E18,E,"Then the install plan, in its own order","Dash node 6: continuity, isolation, relays, fuses, photos",camden,open,E17 phase:SOURCING,"Continuity: each of the 39 cavities reaches every receptacle cavity, relay terminal or strip position the tables say, and nothing else (meter on beeper; touch three places it must NOT reach). Isolation: nothing plugged in, every adjacent pair of power cavities and each power cavity to the ground bus reads open (> 1 MOhm) - any reading is a stray strand. Fit relays K1 K2 K11 K12 K13 (P003) and the fuses per rx7.py sql 02-PROJECTS/01-electrical ""select id,rating,block,state from fuses""; empty positions stay empty and labelled (K3/K4 are the luxury package's, LP51). Every node wire labelled at both ends; photograph the finished panels from every angle.",build,,,,,
E19,E,"Then the install plan, in its own order",Dash node 7: the sleeping-current acceptance test (D-280),camden,open,E18 phase:SOURCING,"Node built, PMU asleep, meter in series in the main feed: the reading, in mA. Target 30 mA or less, accept 50 mA or less. Above that, pull wake-strip branches one at a time to find it. Do not close the dash on a failing number - it cannot be re-taken without undoing the install.",build,value,,mA,,
E20,E,"Then the install plan, in its own order","Leg L3 dash: cut, pin, terminate, test",camden,open,E19 G13 phase:SOURCING,"For every leg the same loop: lay the route full-scale from the routes table (G13 derives the lengths from C1's M-2); cut every wire in the leg's cavity rows to length + a 150 mm service loop, both ends labelled at once, CAPPED wires exactly like LIVE; crimp the socket contact (leg side = 06-...S housing), cavity order, click, tug; wedgelock; sealing plugs in PLUG cavities; device ends per the device-end rule (rules) using devices; grounds to their star; continuity end to end and the ladder check (switch through every position, ohms at the leg-side cavity vs ladders, within 2 %); tug every crimp; bundle every 150 mm, do NOT final-wrap. L3 specifics: the wiper stalk WASH contact carries both the 1.8 kOhm + diode leg and the plain wire to L3-S2 9; horn 8.2k and both wink NO resistors join onto L3-S1 11; each wink common to dash ground, its NC pole to its own L3-S1 wire; the hazard switch gets its 47k baseline (D-368). Branch ends: L3-CMF, L3-MOD, L3-RDR, dust-capped. L3-S2 3-6 and L3-S3 5-8 run on to DP-DCU-B at the centre stack (D-362).",build,,,,,
E21,E,"Then the install plan, in its own order","Leg L2 front: cut, pin, terminate, test",camden,open,E20 phase:SOURCING,"Same loop as E20. Pop-up run feeds land per C1's M-3 ohm check (V-081) - DO NOT pin L2-P before that reading. The 47 kOhm baselines in the back of the L2-S plug to a ground ring on the front star: cavities 1 and 2 (A4/A5) and 3 (A3, D-368). Wiper park terminal L gets the 12k; LB capped. Horns get a ground ring under a mounting bolt. Branch end L2-OAT at the nose, dust-capped. (There is no L2-NZL - D-329.)",build,,,,,
E22,E,"Then the install plan, in its own order","Leg L4 rear + the sill node: cut, pin, terminate, test",camden,open,E21 phase:SOURCING,"Same loop as E20. The fuel pump's return is its own 12 AWG to the rear stud, never shared. Sill node: D1/D2 receptacles pinned on the node side, door plugs filled with sealing plugs (RESERVED); ground stud; K5-K8 sockets empty (wired per D-363 - 85 and 87a to ground, 30 to the motor legs, 87 from F8/F9); F8/F9/F14 holders fitted empty (D-283). Door jamb switches: 33k (driver) and 8.2k (passenger) join L4-S 2 at the sill, and the 47k baseline to sill ground there (D-368). L4-M 3/4 run to the hatch and fuel-door solenoids (ring or spade to +; prove each solenoid's ground to the body with the meter) - switched later through K3/K4 (D-370). Branch end L4-RDR, dust-capped. Nothing runs through the door boots.",build,,,,,
E23,E,"Then the install plan, in its own order","Leg L1 engine: cut, pin, terminate, test",camden,open,E22 phase:SOURCING,"Same loop as E20. Tach: the shielded cable (P074), drain to the dash node's ground bus at that end only, cut and insulated at the coil end. K9 on the inner fender in its weatherproof socket; its 10 AWG contact wires from F17 to the starter S terminal. Alternator plug: BW to L1-S1 2, WB to L1-S2 8. The ignition suppression condenser P135 on the coil branch at the coil bracket (D-281). L1-S1 9/10 are sealing plugs - the CAN2 terminator is at the dash node now (D-318, D-346). The LS reserves are pinned at the post, not run (D-271).",build,,,,,
E24,E,"Then the install plan, in its own order","Install 1: mount the node, first power-up through 5 A, laptop connected",camden,open,E23 D-376 phase:SOURCING,"Mount the dash node; prove the lever and every receptacle can be reached. 2 AWG feed to the busbar lug, ground bus to the dash star, NO leg plugged in. First power-up through a 5 A inline bridged across the Class-T block's terminals, so a short melts a 5 A fuse, not 2 AWG. Fit DP-DIAG, laptop over CAN1. Power up with EVERY output disabled: no smoke, module visible. Then swap the 5 A for the Class-T fuse. The laptop is Camden's Windows laptop, kept only to run ECUMaster's PMU client (D-376).",build,,,,,
E25,E,"Then the install plan, in its own order","Install 2: enter the PMU configuration, outputs still disabled",camden,open,E24 phase:SOURCING,"The configuration IS the record now (the v2 PMU-CONFIG-SHEET is archived): names and channels from pins, decode tables from inputs + ladders, expressions from logic, the retry classes from rules retry-class (MOTOR_BUS conditional, D-357), wake from rules, CAN from the CAN rows. Save as RevA-01. No limits yet.",build,,,,,
E26,E,"Then the install plan, in its own order","Install 3: plug in L3, the ICU and the DCU; read every input into its window",camden,open,E25 F6 phase:SOURCING,"L3 plugged in; the ICU on its two DT13 tails, display on its ribbon; the DCU in its enclosure behind the centre stack on DP-DCU and DP-DCU-B with the panel on its ribbon (D-374) - its luxury loads are not there yet, so its outputs drive capped lines. Every output still disabled: key OFF/ACC/RUN/START, light switch, dimmer, pass, turn, hazard, wiper positions, wash, brake, horn, both winks, doors - write the reading into each decode window, then enter the tables. Every state must land in its window; anything between windows is a wiring fault to fix now. The windows are entered the way inputs.decode says for each input (rules ladder-decode, D-408): A4 and A5 upward, A15 and A16 on conductance - read A15 and A16 at OFF first, to fit k2. Then enter the enable-at limits from pins (enable_a). Still nothing enabled.",build,,,,,
E27,E,"Then the install plan, in its own order","Install 4: L2, L4 + sill and L1 into the car, loads still on the factory harness",camden,open,E26 phase:SOURCING,"Route, P-clip, grommet and connect L2, L4 + sill and L1 at both ends with their loads still on the factory harness. Fit F17 and wire K9. The car does not start from E26 until E28 finishes (D-414); it is not driven until E35 (D-387).",build,,,,,
E28,E,"Then the install plan, in its own order","Install 5: migrate every circuit in one stretch, in the migration table's order",camden,open,E27 phase:SOURCING,"One stretch, straight after E27, in the migration table's order - it is the test order (D-414): rx7.py sql 02-PROJECTS/01-electrical ""select seq,id,circuit,ch from migration order by seq"" (MG01 interior lamp first ... MG23 start last). Each circuit is proven alone before the next moves, so a fault shows on the circuit that caused it. The loop for every row: (1) unplug the load at its factory connector, label the factory end MIGRATED + date, tape it back; (2) connect it to the new harness; (3) enable that one output at its enable-at value; (4) operate it and read the live current in the client - that is the real measurement; (5) voltage at the device under load within 0.5 V of the busbar (return side within 0.3 V); (6) record it. On the first one (interior lamp) also set the limit to 2 A and short the output on purpose to watch the soft fuse trip and retry. Set every lamp channel's inrush window before enabling it. MG22 (the meters cutover) waits for F3 (display proven on the bench) and E2 (read the odometer first). The car does not start until MG23 (start) has moved; it is not driven until E35 (D-387).",build,,,,,
E29,E,"Then the install plan, in its own order",Install 6: full function check and save the revision,camden,open,E28 phase:SOURCING,"Every migration row done: every circuit in one pass - key out, ACC, RUN, engine running. Wipers LOW/HIGH/INT, park from both speeds, wash only while held; PARK/HEAD/dimmer/pass, pop-ups on HEAD, each wink alone with the key out; crank in P and N only; flasher rate, hazard override, the interior fade. Prove the limp-home procedure once (CK11, recovery RC01-RC08 as corrected by D-367). Save the configuration as a new revision.",build,,,,,
E30,E,"Then the install plan, in its own order",Factory harness out,camden,open,E29 phase:SOURCING D-411,"Every migration row done, every factory end labelled MIGRATED, and E29's full function check passed. With the interior still out (D-387, D-411), pull the factory harness out INTACT. Do not cut it. It goes with the factory fuse box, relays and control unit, and the factory cluster leaves with it (D-268). Box it and keep it until after shakedown: it is the fallback if something fails there. There is no week of driving on the disconnected old harness: the car is not driven until the interior is back (E35).",build,,,,,
E31,E,"Then the install plan, in its own order","Shakedown 1: cold, night, wet, long - with logging",camden,open,E35 E30 phase:SOURCING,"Cold start on a cold morning with logging on; watch the battery heater in the app and the voltage through crank. Night drive: park, head, high, pass, pop-ups, winks, every lamp, the display's dimming and tell-tales. Wet drive: wipers in every mode, park, wash. A long drive with logging; review every channel's peak current against its limit.",build,,,,,
E32,E,"Then the install plan, in its own order",Shakedown 2: tighten the limits to measured class values,camden,open,E31 phase:SOURCING,"Every limit still at its channel cap goes to its measured class value (motors stall x 1.1, lamps x 1.35, resistive cold x 1.2, electronics x 1.5). Record the measured currents in loads.measured_a. Save as a new revision.",build,,,,,
E33,E,"Then the install plan, in its own order","Shakedown 3: re-torque, re-check, final-wrap, seal",camden,open,E32 phase:SOURCING,"After the first heat cycles re-torque every lug and stud; re-check the voltage drop on the main feed and ground (E12's numbers). Now final-wrap the engine-bay looms, tie down, seal every grommet - the cabin looms were final-wrapped at E35, before the dash went back (D-387).",build,,,,,
E34,E,"Then the install plan, in its own order",Shakedown 4: the kit that lives in the car,camden,open,E33 phase:SOURCING,"Back up the final configuration. In the car: the limp-home kit (recovery RC rows, D-344), a printout of the pins and cavities tables, spare Deutsch contacts, the removal tools and five blade fuses of each value. The electrical project is then ready for CLAUDE.md §6.6 (as-built into 00-CAR, process to the archive).",build,,,,,
B5,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",Tach capture against tach_simulator,agent,done,,*(agent)* ±3 % 500–8000 rpm; zero reads 0 Moved from the luxury package with its number (D-374).,design,,,,,
B7,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",Datalogging skeleton and power-loss test,agent,open,T-049,*(agent)* — needs a microSD card (LP04) in a board (T-049) Moved from the luxury package with its number (D-374).,design,,,,,
B8,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","Two boards on a real bus, PMU simulator live",agent,open,T-048,*(agent)* — needs the headers soldered (T-048); the 120 Ω are electrical P070's spares; the spare Teensy is the PMU until V-065 Moved from the luxury package with its number (D-374).,design,,,,,
F-001,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",DCU firmware skeleton — dcu.ino + climate.h,agent,done,,33 assertions Moved from the luxury package with its number (D-374).,design,,,,,
F-005,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",Cluster page framework,agent,done,,Moved from the luxury package with its number (D-374).,design,,,,,
F-006,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",Diagnostics page,agent,done,,against the PMU simulator; real numbers after V-065 Moved from the luxury package with its number (D-374).,design,,,,,
F-007,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","Odometer and stats persistence — Teensy EEPROM emulation (wear-levelled, every 0.1 mi) as the authoritative odometer copy + microSD as the log, write on key-off",agent,open,T-049,"write frequency per D-162; a CUTOVER GATE for the electrical build's display (electrical D-268, D-269) — the odometer must survive a power cycle, card present or not, before MG22 Moved from the luxury package with its number (D-374).",design,,,,,
F-008,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",BT817 driver,agent,done,,waits also on V-084 timings. 35 assertions; the three pushDirtyTiles() calls are finished against the BT817 eval board at the electrical build's install §1.22 (D-314) Moved from the luxury package with its number (D-374).,design,,,,,
F-009,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","Prove the PMU's CANbus Export for 0x100-0x130 in the PMU client, or simplify the frames (D-378)",camden,open,V-065,"In the client (Windows laptop, D-376), with a PMU on the bench: build 0x100-0x130 as a CANbus Export; prove the bitfield bytes (math channels), 0x130's multiplexed index and a rolling byte-7 counter. Anything that cannot be built becomes a simpler layout (one byte per field; fixed frames instead of 0x130's mux), changed in can_fields first and then in can_map.h. Needs the PMU and the client - the first bench session with them, not the install. · Camden's: it needs the PMU and its client (the Windows laptop, D-376) on the bench. Tell the agent what the client can and can't build; the agent redraws the frames from that.",design,,,,,
F-010,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",Config-as-data on SD with a safe-mode path - a corrupt file must still boot,agent,open,T-049,FT11; was also B6 Moved from the luxury package with its number (D-374).,design,,,,,
F-011,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",Full 1280 × 480 render,agent,done,,2026-08-31 Moved from the luxury package with its number (D-374).,design,,,,,
F-012,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","Bump can_map.h for the current map: add icu_body_t 0x218 (fuel_pct u16, fuel_valid u8, rsv[4], counter); pmu_outputs_t fuel_pct → _rsv[2]; dcu_climate_t blower → duty %, _rsv[0] → outside_c; ID_ICU_BODY 0x218, TMO_ICU_BODY 3000; SENS_FUEL bit 5; 0x210/2 b3 AFR seen and b2 reserved (the comment still reads 'b2 keypad'); TMO_DCU_COMFORT 2000 for 0x310; 0x310 byte 3 nozzle_deice → reserved, and retire the nozzle / de-icer channels in dcu/ (CMF_COUNT 7 → 5, CMF_NOZZLE / CMF_DEICER, PIN_COMFORT) (D-329); copy to all four can_map.h folders (icu, dcu, can_map_test, can_loopback_test); bump ICU_FW_VERSION and DCU_FW_VERSION; run tests/run.sh",agent,done,,"Done 2026-09-22: can_map.h has 0x218 icu_body_t, SENS_FUEL, CANH_* (b2 reserved, b3 AFR), TMO_ICU_BODY 3000 / TMO_DCU_COMFORT 2000, 0x120 bytes 0-1 reserved, 0x300 blower as duty % and outside_c in byte 5, 0x310 byte 3 reserved; copied to all four folders (identical). DCU: CMF_COUNT 7 -> 5 (D-329), blower_duty_pct(), outside_c sent as TEMP_INVALID until SN12 is read; pmu_sim no longer sends fuel in 0x120. ICU 0.5.0-dev, DCU 0.2.0-dev. tests/run.sh green in a Fedora container: 420 + 35 + 38 = 493 (new: 0x218 / 0x300 / 0x120 offsets, blower duty). 0x220 (battery) is F-015; 0x400 key bits are F-016.",design,,,,,
F-013,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","Hand-sync pmu_sim/channels.h with 02-PROJECTS/01-electrical pins (O2 7.4 A, O3 8.9 A, O16 LIVE 15 A, O15 25 A …) and re-run the suite",agent,done,F-012,"Done 2026-09-22: channels.h hand-synced from pins (O2 7.4 / 13 A, O3 8.9 / 13 A, O10 10 A, O15 25 A from D-011 - pins has no enable-at for it yet, O16 LIVE 15 / 25 A, O13 / O14 RESERVED while CAPPED); its header now says hand-synced, not generated. Suites 421 / 35 / 38 green.",design,,,,,
F-014,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","Per-signal source arbitration — local input when its channel is configured, else the ECU's CAN frame (0x500+), else dashes (D-153); the source is named in the config file, not the code",agent,open,F-010,"electrical D-262 — at the engine swap most engine signals move to the ECU's frames and the ICU's own inputs go quiet by file, not by board Moved from the luxury package with its number (D-374).",design,,,,,
F-015,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","icu_batt_t 0x220 + the UART bridge protocol from the ESP32-C3 (line-based text, 2 Hz, checksum) + the Ionic BMS-over-BLE decoder on the C3 (electrical D-330)",agent,done,D-330 W-330,"Done 2026-09-22 (to D-345, which the CAN map had drifted from - 0x220 still carried current / SoC / temperature: now 0x220 pack + cells 1-2, 0x221 cells 3-4 + spread, and those three fields live in a reserved 0x222 that is never sent until W-330b). can_map.h: icu_batt_t, icu_cells_t, BATT_* flags. icu/radio_link.h: the $BAT / $CELLS line protocol (XOR checksum, 2 Hz, an empty field is no reading) and the frames built from it, blanking on 3 s of silence. icu_radio/: ionic_decode.h (advertisement pack mV, the type-01 frame, both checksum candidates reported) and icu_radio.ino (passive scan, FFE1 subscribe only, no write call anywhere) - the sketch is NOT compiled: no ESP32 toolchain here; bring-up on the P116 dev board confirms BMS_NAME, where the pack mV sits, and the checksum. tests/test_radio.cpp 32 green. icu.ino has no CAN yet - F14.",design,,,,,
H-002,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",DCU carrier layout,agent,open,V-083 D-359 03-luxury:W-332 D-360 D-362 V-100 V-101 H-007 D-382 V-102,"blower PWM output, ambient input, the mirror drivers (SN17) - four channels (D-360), sized from W-332's currents Moved from the luxury package with its number (D-374).",design,,,,,
X-007,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",Archive a render of the agreed cluster - 00-design/firmware/icu_sim/render.sh draws every page headless to PNG,camden,open,,"Renders made 2026-09-22 with the new headless render.sh (the real renderer, the simulator's demo state). They found and fixed three defects: the trip page drew -198 F / 0 psi / 0.0 V for stats not yet recorded (D-153 - now dashes, with a regression check); the diagnostics page ran 'O10' into its channel name; its column header sat on the title. Suites 425 / 35 / 38 / 32. Waits on Camden: look at the three PNGs (render.sh) and say the cluster is agreed - then they are archived.",design,,,,,
Z-003,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",Mirror control protocol,agent,done,,D-305 + electrical D-255 Moved from the luxury package with its number (D-374).,design,,,,,
V-083,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",DCU carrier parts,agent,done,,"Done 2026-09-22 (D-379): every function has a datasheet-checked part; prices and suffixes confirm until ordered. The seat FETs became protected low-side switches, the servo rail a 5 A buck.",design,,,,,
V-065,V,"Carried from the v2 question list, 2026-09-11",The PMU's real CAN export format,agent,done,,"Done 2026-09-22 (D-378) from the PMU manual in the tree (S-028): the fixed stream is ECUMaster's Standard CAN Stream (base 0x668); our 0x100-0x130 are a CANbus Export we define. Bitfields need math channels; 0x130's multiplexing and the counters are unproven; each CAN input has a default and an on-timeout Set value, so D-251's fail-open is buildable.",design,,,,,
T-048,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",Flash and label boards 2 and 3,camden,open,,flash and label boards 2 and 3 -- once a soldering iron is out. Opportunistic. Moved from the luxury package with its number (D-374).,design,,,,,
Q-028,V,"Carried from the v2 question list, 2026-09-11",CAN wake latency,camden,open,E25 phase:SOURCING,"waits also on install 5.4. record the wake-to-horn latency; nothing depends on it yet -- If the horn or the winks ever move to a CAN-node wake, what wake-to-horn latency is acceptable cold? Recorded so it is not rediscovered; on the current design nothing depends on it. Moved from the luxury package with its number (D-374).",build,value,,ms,,
V-100,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",Define how the DCU drives the four window commands (L3-S2 3–6 → K5–K8),agent,done,,"Done 2026-09-21 by electrical D-363: the command lands on 86, so 85 goes to ground and the DCU sources 12 V into each coil - four high-side outputs, sensors SN22 Moved from the luxury package with its number (D-374).",design,,,,,
V-101,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","The comfort loads' currents, for the DCU carrier's track widths",agent,done,,"Done 2026-09-22: design currents (confirm against the kits bought) - seat heat 5 A each (sourced 2-5.5 A, hi), seat cool 2.5 A each (fan type; a Peltier unit is ~10 A and breaks this), mirror heat ~1.5 A per pad, 3 A the pair. Worst case through the SN13 shunt 18 A (1.6 W); with the heat/cool interlock 13 A. Shunt: 2512 3 W or a 4-terminal 5 W part; INA180A1 (20x) reads to ~33 A at 3.3 V. The fuse sizes and the comfort connector's own ground pins are block 00.28 (fusing is Camden's). Sources: thedyeguy.com/heat.html, shop.autoloc.com carbon-fibre kit, mbworld.org DIY ventilated seats, Hacloser mirror pad listing.",design,,,,,
T-049,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",Put a microSD card (LP04) in a bench Teensy,camden,open,,"LP04 is the part; F-007, F-010 and B7 wait on it Moved from the luxury package with its number (D-374).",design,,,,,
F-016,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)",Assign 0x400's key bits from FT14's key list (9 keys + encoders + thumbstick press),agent,done,,"Done 2026-09-22: 0x400 bytes 0-1 are ten keys (PK_* in can_map.h), bytes 2-3 the same bits held ≥ 1 s; on change + 2 Hz heartbeat, 1000 ms timeout = all released. panel_keys_t replaces keypad_t; dcu.ino no longer receives 0x400 (it sends it - F-017). Suites 421 / 35 / 38.",design,,,,,
H-007,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","Design the control panel: key matrix, encoders, thumbstick placement, ribbon pinout (D-355, D-359)",agent,done,D-355 D-359,"Done 2026-09-22 for the electronics (D-380): the matrix, encoders, thumbstick and the 20-way ribbon (panel_ribbon). Where the keys and knobs sit on the faceplate, and what they look like, is the luxury package's - a block when the faceplate is drawn.",design,,,,,
F-017,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","Bring DCU firmware to D-355/D-359/D-360/D-362 and electrical D-363/D-369/D-370: panel read locally (key matrix, encoders, thumbstick) and 0x400 sent by the DCU; mirror drive (3 half-bridges + shared clutch); four high-side window-command outputs with an up/down interlock (SN22); mirror heat on a high-side switch (SN16); hatch / fuel-door select by grounding K3 or K4 through the release pulse (SN23); wake output on DP-DCU 6; comfort channels 4 low-side + mirror heat (D-329)",agent,open,F-016,pins come from H-002's layout; the 0x400 bits from F-016 Moved from the luxury package with its number (D-374). · The servo rail is sized for one servo moving at a time (D-379): the firmware sequences them.,design,,,,,
V-102,F,"The ICU and the DCU — built, programmed and commissioned on the bench before the harness goes in (D-259, D-374)","Measure the space behind the centre stack for the DCU enclosure — depth, width, height, mm (D-362's flip condition)",camden,open,S1,LP47 is drawn around it Moved from the luxury package with its number (D-374).,design,value,,"mm, depth x width x height",,
